# Matter power spectrum P(k) at redshift z=0
# for k=1.03549e-05 to 106.328 h/Mpc,
# number of wavenumbers equal to 624
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.035488692387e-05       4.914321837414e+01 
       2.308264067791e-05       1.066055852680e+02 
       3.585417410216e-05       1.631297518294e+02 
       4.870303594847e-05       2.192916870137e+02 
       6.166331751335e-05       2.754223145537e+02 
       7.476994945973e-05       3.317714105851e+02 
       8.805900792358e-05       3.885536332790e+02 
       1.015680338877e-04       4.459674115958e+02 
       1.153363698353e-04       5.042046362019e+02 
       1.294055177302e-04       5.634565571686e+02 
       1.438195223777e-04       6.239178578668e+02 
       1.586253841768e-04       6.857898884175e+02 
       1.738735051247e-04       7.492833328682e+02 
       1.896181716222e-04       8.146207658023e+02 
       2.059180770657e-04       8.820390146615e+02 
       2.228368862932e-04       9.517915641917e+02 
       2.404438425165e-04       1.024150879594e+03 
       2.588144152526e-04       1.099410885881e+03 
       2.780309847096e-04       1.177889404058e+03 
       2.981835538093e-04       1.259930324461e+03 
       3.193704732119e-04       1.345906347880e+03 
       3.416991569791e-04       1.436220713575e+03 
       3.652867565319e-04       1.531309154670e+03 
       3.902607480642e-04       1.631641134865e+03 
       4.167593735057e-04       1.737720328243e+03 
       4.449318578445e-04       1.850084009043e+03 
       4.749383070971e-04       1.969300915670e+03 
       5.069491734389e-04       2.095967260157e+03 
       5.411441602289e-04       2.230700303934e+03 
       5.777104346852e-04       2.374129125335e+03 
       6.168400260434e-04       2.526882102828e+03 
       6.587263192523e-04       2.689571068166e+03 
       7.035596150719e-04       2.862771758819e+03 
       7.515218201471e-04       3.047001753115e+03 
       8.027804522060e-04       3.242696111742e+03 
       8.574822835040e-04       3.450182590189e+03 
       9.157470768725e-04       3.669658629783e+03 
       9.776619618051e-04       3.901171074902e+03 
       1.043277020463e-03       4.144603607994e+03 
       1.112602582760e-03       4.399670220326e+03 
       1.185608564165e-03       4.665918689433e+03 
       1.262225944140e-03       4.942742977565e+03 
       1.342350223914e-03       5.229392562433e+03 
       1.425846474454e-03       5.524998751492e+03 
       1.512555434626e-03       5.828663688091e+03 
       1.602300067940e-03       6.139412579542e+03 
       1.694892029267e-03       6.456251587762e+03 
       1.790137604399e-03       6.778192188959e+03 
       1.887842830159e-03       7.104272448690e+03 
       1.987817648045e-03       7.433573027464e+03 
       2.089879067026e-03       7.765229106313e+03 
       2.193853399975e-03       8.098438519791e+03 
       2.299577692165e-03       8.432465487890e+03 
       2.406900484445e-03       8.766640320493e+03 
       2.515682056044e-03       9.100360738554e+03 
       2.625794280450e-03       9.433087588862e+03 
       2.737120209046e-03       9.764341429052e+03 
       2.849553476045e-03       1.009369836664e+04 
       2.962997597707e-03       1.042078519183e+04 
       3.077365220579e-03       1.074527655518e+04 
       3.192577358235e-03       1.106688602254e+04 
       3.308562643747e-03       1.138536692382e+04 
       3.425256615711e-03       1.170050518386e+04 
       3.542601048588e-03       1.201211824336e+04 
       3.660543333007e-03       1.232004618905e+04 
       3.779035908091e-03       1.262415811540e+04 
       3.898035745411e-03       1.292433888709e+04 
       4.017503882613e-03       1.322049726409e+04 
       4.137405003782e-03       1.351255403755e+04 
       4.257707063113e-03       1.380044491437e+04 
       4.378380948223e-03       1.408412461115e+04 
       4.499400179457e-03       1.436354916557e+04 
       4.620740641622e-03       1.463869552396e+04 
       4.742380344845e-03       1.490950892142e+04 
       4.864299211435e-03       1.517604234711e+04 
       4.986478885920e-03       1.543826063049e+04 
       5.108902565722e-03       1.569611580639e+04 
       5.231554850121e-03       1.594973896719e+04 
       5.354421605486e-03       1.619898664588e+04 
       5.477489844901e-03       1.644399029134e+04 
       5.600747620574e-03       1.668471830989e+04 
       5.724183927568e-03       1.692121160694e+04 
       5.847788617581e-03       1.715346173002e+04 
       5.971552321642e-03       1.738152117650e+04 
