# Matter power spectrum P(k) at redshift z=0
# for k=1.05239e-05 to 540.307 h/Mpc,
# number of wavenumbers equal to 630
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.052390404688e-05       4.703847340060e+01 
       2.348362817744e-05       1.021415651735e+02 
       3.648951285209e-05       1.563505086355e+02 
       4.957698191830e-05       2.102232331563e+02 
       6.278205250326e-05       2.640823159382e+02 
       7.614166009321e-05       3.181725917529e+02 
       8.969399413236e-05       3.727054943062e+02 
       1.034788486553e-04       4.278772579301e+02 
       1.175379925007e-04       4.838783357225e+02 
       1.319155636885e-04       5.408991728477e+02 
       1.466584925461e-04       5.991342215811e+02 
       1.618169581011e-04       6.587851640933e+02 
       1.774448820631e-04       7.200636552867e+02 
       1.936004643103e-04       7.831938449386e+02 
       2.103467630853e-04       8.484148927214e+02 
       2.277523219322e-04       9.159833771266e+02 
       2.458918436051e-04       9.861757546839e+02 
       2.648469084979e-04       1.059290872530e+03 
       2.847067313053e-04       1.135652478225e+03 
       3.055689442534e-04       1.215611649577e+03 
       3.275403879493e-04       1.299549179572e+03 
       3.507378812483e-04       1.387877618762e+03 
       3.752889291399e-04       1.481043064242e+03 
       4.013323122661e-04       1.579526103429e+03 
       4.290184833759e-04       1.683842047223e+03 
       4.585096754498e-04       1.794539713196e+03 
       4.899796049727e-04       1.912198534723e+03 
       5.236126348154e-04       2.037423489496e+03 
       5.596022490094e-04       2.170837284075e+03 
       5.981486928779e-04       2.313069387085e+03 
       6.394556545100e-04       2.464741530986e+03 
       6.837259157928e-04       2.626449594274e+03 
       7.311559893799e-04       2.798742175526e+03 
       7.819298826913e-04       2.982096447273e+03 
       8.362122822185e-04       3.176892834652e+03 
       8.941416093881e-04       3.383390190864e+03 
       9.558235294098e-04       3.601703738628e+03 
       1.021325557557e-03       3.831788489336e+03 
       1.090673369978e-03       4.073429849980e+03 
       1.163849275463e-03       4.326243276630e+03 
       1.240793058027e-03       4.589683675694e+03 
       1.321405104923e-03       4.863063008361e+03 
       1.405551454927e-03       5.145575224380e+03 
       1.493070197119e-03       5.436325739399e+03 
