# Matter power spectrum P(k) at redshift z=0
# for k=1.05592e-05 to 538.316 h/Mpc,
# number of wavenumbers equal to 629
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.055924598034e-05       4.646396751271e+01 
       2.359718329658e-05       1.010375600122e+02 
       3.668204372240e-05       1.547261319644e+02 
       4.984989847780e-05       2.080848518389e+02 
       6.313742945851e-05       2.614351528520e+02 
       7.658226430767e-05       3.150213928848e+02 
       9.022332244627e-05       3.690548924334e+02 
       1.041011767688e-04       4.237320290406e+02 
       1.182584357452e-04       4.792436214587e+02 
       1.327401507053e-04       5.357806627293e+02 
       1.475942530828e-04       5.935383796405e+02 
       1.628720263183e-04       6.527194292535e+02 
       1.786286169089e-04       7.135366875236e+02 
       1.949235886486e-04       7.762158184063e+02 
       2.118215233342e-04       8.409977481106e+02 
       2.293926699428e-04       9.081412044494e+02 
       2.477136423439e-04       9.779251362286e+02 
       2.668681627131e-04       1.050651305431e+03 
       2.869478436736e-04       1.126646820976e+03 
       3.080529963992e-04       1.206266593584e+03 
       3.302934440608e-04       1.289895712964e+03 
       3.537893096130e-04       1.377951522092e+03 
       3.786717336028e-04       1.470885322771e+03 
       4.050834612121e-04       1.569183259497e+03 
       4.331792182350e-04       1.673366397575e+03 
       4.631257739528e-04       1.783989214010e+03 
       4.951015667160e-04       1.901636470901e+03 
       5.292957487867e-04       2.026917595756e+03 
       5.659064957945e-04       2.160458329593e+03 
       6.051384301594e-04       2.302888972279e+03 
       6.471990356738e-04       2.454829036214e+03 
       6.922940008001e-04       2.616868277952e+03 
       7.406215270578e-04       2.789544279390e+03 
       7.923657753721e-04       2.973317696281e+03 
       8.476897856756e-04       3.168546309625e+03 
       9.067283680339e-04       3.375460298203e+03 
       9.695815897474e-04       3.594140831135e+03 
       1.036309530742e-03       3.824504447943e+03 
       1.106928916973e-03       4.066295693749e+03 
       1.181412060673e-03       4.319089118926e+03 
       1.259688262422e-03       4.582300355828e+03 
       1.341647518601e-03       4.855206915570e+03 
       1.427146097480e-03       5.136974473770e+03 
       1.516013357402e-03       5.426687560189e+03 
       1.608059111841e-03       5.723380618082e+03 
       1.703080894485e-03       6.026068406360e+03 
       1.800870610980e-03       6.333771158176e+03 
       1.901220238358e-03       6.645535917859e+03 
       2.003926407282e-03       6.960454408582e+03 
       2.108793847594e-03       7.277674105408e+03 
       2.215637780969e-03       7.596405206729e+03 
       2.324285405177e-03       7.915926620374e+03 
       2.434576639612e-03       8.235583345195e+03 
       2.546364301325e-03       8.554787618524e+03 
       2.659513864945e-03       8.873015210497e+03 
       2.773902936218e-03       9.189802254812e+03 
       2.889420543383e-03       9.504739144383e+03 
       3.005966326381e-03       9.817466547432e+03 
       3.123449682807e-03       1.012767055708e+04 
       3.241788912270e-03       1.043507930642e+04 
       3.360910387159e-03       1.073945693161e+04 
       3.480747767523e-03       1.104059993119e+04 
       3.601241270204e-03       1.133833373741e+04 
       3.722336996940e-03       1.163251046846e+04 
       3.843986322484e-03       1.192300385063e+04 
       3.966145341312e-03       1.220970860561e+04 
       4.088774369998e-03       1.249253645163e+04 
       4.211837501419e-03       1.277141660484e+04 
       4.335302206590e-03       1.304629130442e+04 
       4.459138979764e-03       1.331711328642e+04 
       4.583321022568e-03       1.358385176273e+04 
       4.707823963114e-03       1.384647716864e+04 
       4.832625606337e-03       1.410495180201e+04 
       4.957705712115e-03       1.435931195589e+04 
       5.083045798024e-03       1.460953296957e+04 
       5.208628963944e-03       1.485557530329e+04 
       5.334439735980e-03       1.509757527905e+04 
       5.460463927478e-03       1.533536111019e+04 
       5.586688515147e-03       1.556911403596e+04 
       5.713101528538e-03       1.579871850910e+04 
       5.839691951340e-03       1.602431251157e+04 
       5.966449633123e-03       1.624583680787e+04 
       6.093365210329e-03       1.646334980244e+04 
       6.220430035467e-03       1.667683612585e+04 
       6.347636113573e-03       1.688640423733e+04 
       6.474976045116e-03       1.709201702308e+04 
       6.602442974639e-03       1.729373709012e+04 
       6.730030544498e-03       1.749159446628e+04 
       6.857732853136e-03       1.768564271700e+04 
       6.985544417405e-03       1.787589494279e+04 
       7.113460138500e-03       1.806237441474e+04 
       7.241475271116e-03       1.824513224511e+04 
       7.369585395498e-03       1.842421061608e+04 
       7.497786392068e-03       1.859963301539e+04 
       7.626074418383e-03       1.877146511130e+04 
       7.754445888164e-03       1.893970722056e+04 
       7.882897452207e-03       1.910442461139e+04 
       8.011425980975e-03       1.926563170697e+04 
       8.140028548709e-03       1.942340211516e+04 
       8.268702418913e-03       1.957773493502e+04 
       8.397445031074e-03       1.972869555109e+04 
       8.526253988509e-03       1.987630137295e+04 
       8.655127047218e-03       2.002060976910e+04 
       8.784062105661e-03       2.016164355136e+04 
       8.913057195376e-03       2.029943788424e+04 
       9.042110472343e-03       2.043405434317e+04 
       9.171220209051e-03       2.056549837955e+04 
       9.300384787188e-03       2.069381781165e+04 
       9.429602690903e-03       2.081905128228e+04 
       9.558872500596e-03       2.094123118386e+04 
       9.688192887179e-03       2.106038857016e+04 
       9.817562606786e-03       2.117656577008e+04 
       9.946980495870e-03       2.128978794193e+04 
       1.007644546668e-02       2.140009971394e+04 
       1.020595650305e-02       2.150750723858e+04 
       1.033551265656e-02       2.161210171156e+04 
       1.046511304289e-02       2.171385907645e+04 
       1.059475683849e-02       2.181283497378e+04 
       1.072444327753e-02       2.190906529283e+04 
       1.085417164895e-02       2.200257509824e+04 
       1.098394129388e-02       2.209339978201e+04 
       1.111375160310e-02       2.218156871718e+04 
       1.124360201473e-02       2.226711081606e+04 
       1.137349201217e-02       2.235006695604e+04 
       1.150342112200e-02       2.243045816011e+04 
       1.163338891223e-02       2.250832217990e+04 
       1.176339499051e-02       2.258367872758e+04 
       1.189343900257e-02       2.265656921738e+04 
       1.202352063071e-02       2.272702264946e+04 
       1.215363959243e-02       2.279504931141e+04 
       1.228379563914e-02       2.286070643753e+04 
       1.241398855496e-02       2.292399968821e+04 
       1.254421815562e-02       2.298497130842e+04 
       1.267448428743e-02       2.304364115879e+04 
       1.280478682628e-02       2.310004448660e+04 
       1.293512567684e-02       2.315420829057e+04 
       1.306550077164e-02       2.320615572559e+04 
       1.319591207038e-02       2.325591318427e+04 
       1.332635955919e-02       2.330350926000e+04 
       1.345684324999e-02       2.334898160904e+04 
       1.358736317990e-02       2.339233352665e+04 
       1.371791941068e-02       2.343361077008e+04 
       1.384851202821e-02       2.347282042345e+04 
       1.397914114207e-02       2.351000799275e+04 
       1.410980688507e-02       2.354518196698e+04 
       1.424050941290e-02       2.357837831287e+04 
       1.437124890378e-02       2.360962196105e+04 
       1.450202555813e-02       2.363893487010e+04 
       1.463283959829e-02       2.366633848097e+04 
       1.476369126833e-02       2.369186209258e+04 
       1.489458083373e-02       2.371552589016e+04 
       1.502550858129e-02       2.373735988975e+04 
       1.515647481893e-02       2.375738933410e+04 
       1.528747987554e-02       2.377561654690e+04 
       1.541852410089e-02       2.379208216288e+04 
       1.554960786555e-02       2.380681913415e+04 
       1.568073156081e-02       2.381982365616e+04 
       1.581189559868e-02       2.383114650824e+04 
       1.594310041182e-02       2.384079631406e+04 
       1.607434645358e-02       2.384879029786e+04 
       1.620563419804e-02       2.385515797763e+04 
       1.633696414003e-02       2.385992840769e+04 
       1.646833679518e-02       2.386310621496e+04 
       1.659975270006e-02       2.386472762731e+04 
       1.673121241223e-02       2.386479725399e+04 
       1.686271651041e-02       2.386335212727e+04 
       1.699426559456e-02       2.386041425343e+04 
       1.712586028612e-02       2.385600143091e+04 
       1.725750122810e-02       2.385011222553e+04 
       1.738918908535e-02       2.384281336766e+04 
       1.752092454469e-02       2.383408928207e+04 
       1.765270831523e-02       2.382396406071e+04 
       1.778454112853e-02       2.381246161701e+04 
       1.791642373891e-02       2.379960891088e+04 
       1.804835692372e-02       2.378542172724e+04 
       1.818034148363e-02       2.376992180959e+04 
       1.831237824293e-02       2.375311890074e+04 
       1.844446804988e-02       2.373504492617e+04 
       1.857661177702e-02       2.371569689986e+04 
       1.870881032159e-02       2.369514870427e+04 
       1.884106460585e-02       2.367334015136e+04 
       1.897337557749e-02       2.365033705427e+04 
       1.910574421007e-02       2.362617590322e+04 
       1.923817150343e-02       2.360084295624e+04 
       1.937065848411e-02       2.357436465270e+04 
       1.950320620589e-02       2.354674879814e+04 
       1.963581575017e-02       2.351802873069e+04 
       1.976848822658e-02       2.348823556602e+04 
       1.990122477342e-02       2.345730463213e+04 
       2.003402655822e-02       2.342540273391e+04 
       2.016689477834e-02       2.339241870699e+04 
       2.029983066147e-02       2.335841497800e+04 
       2.043283546630e-02       2.332345109887e+04 
       2.056591048310e-02       2.328744706020e+04 
       2.069905703436e-02       2.325046726186e+04 
       2.083227647549e-02       2.321256979544e+04 
       2.096557019542e-02       2.317376940005e+04 
       2.109893961740e-02       2.313398723865e+04 
       2.123238619967e-02       2.309332543456e+04 
       2.136591143621e-02       2.305177642069e+04 
       2.149951685753e-02       2.300936114266e+04 
       2.163320403149e-02       2.296607503745e+04 
       2.176697456407e-02       2.292194289743e+04 
       2.190083010029e-02       2.287702730575e+04 
       2.203477232502e-02       2.283126374463e+04 
       2.216880296393e-02       2.278472511858e+04 
       2.230292378441e-02       2.273742158912e+04 
       2.243713659652e-02       2.268934326259e+04 
       2.257144325402e-02       2.264055739981e+04 
       2.270584565534e-02       2.259099895085e+04 
       2.284034574469e-02       2.254066526841e+04 
       2.297494551311e-02       2.248973663933e+04 
       2.310964699960e-02       2.243806535084e+04 
       2.324445229231e-02       2.238575855687e+04 
       2.337936352968e-02       2.233275270377e+04 
       2.351438290171e-02       2.227908951562e+04 
       2.364951265123e-02       2.222484597798e+04 
       2.378475507518e-02       2.216995448269e+04 
       2.392011252600e-02       2.211445911577e+04 
       2.405558741300e-02       2.205837399359e+04 
       2.419118220380e-02       2.200169087542e+04 
       2.432689942582e-02       2.194447257698e+04 
       2.446274166782e-02       2.188669480052e+04 
       2.459871158146e-02       2.182836856433e+04 
       2.473481188296e-02       2.176952864623e+04 
       2.487104535475e-02       2.171015860535e+04 
       2.500741484725e-02       2.165032768073e+04 
       2.514392328063e-02       2.159000682429e+04 
       2.528057364669e-02       2.152919162046e+04 
       2.541736901076e-02       2.146793831617e+04 
       2.555431251371e-02       2.140617468689e+04 
       2.569140737394e-02       2.134400097739e+04 
       2.582865688957e-02       2.128141575582e+04 
       2.596606444055e-02       2.121841737364e+04 
       2.610363349097e-02       2.115495223838e+04 
       2.624136759139e-02       2.109117340449e+04 
       2.637927038123e-02       2.102698202603e+04 
       2.651734559131e-02       2.096242302498e+04 
       2.665559704641e-02       2.089746569603e+04 
       2.679402866794e-02       2.083220013675e+04 
       2.693264447675e-02       2.076656096521e+04 
       2.707144859594e-02       2.070063643949e+04 
       2.721044525390e-02       2.063434317428e+04 
       2.734963878733e-02       2.056778516788e+04 
       2.748903364445e-02       2.050092920992e+04 
       2.762863438831e-02       2.043373680678e+04 
       2.776844570021e-02       2.036633022720e+04 
