# Matter power spectrum P(k) at redshift z=0
# for k=1.05585e-05 to 108.136 h/Mpc,
# number of wavenumbers equal to 623
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.055852936923e-05       4.650406368491e+01 
       2.354577003919e-05       1.009185241263e+02 
       3.657949881966e-05       1.544516242948e+02 
       4.969536676099e-05       2.076545388730e+02 
       6.292962481275e-05       2.608463281175e+02 
       7.631945239890e-05       3.142693885392e+02 
       8.990329667292e-05       3.681331954091e+02 
       1.037212270336e-04       4.226322539392e+02 
       1.178153095163e-04       4.779554723528e+02 
       1.322300057100e-04       5.342917842898e+02 
       1.470126008509e-04       5.918342424097e+02 
       1.622136656743e-04       6.507830852895e+02 
       1.778875564037e-04       7.113485804559e+02 
       1.940929568370e-04       7.737534830307e+02 
       2.108934657570e-04       8.382355182648e+02 
       2.283582316889e-04       9.050498391895e+02 
       2.465626351727e-04       9.744714364064e+02 
       2.655890159669e-04       1.046797676456e+03 
       2.855274386476e-04       1.122350801766e+03 
       3.064764845558e-04       1.201480279825e+03 
       3.285440505540e-04       1.284565318119e+03 
       3.518481251461e-04       1.372016810786e+03 
       3.765174997995e-04       1.464279010654e+03 
       4.026923575381e-04       1.561830661982e+03 
       4.305246621479e-04       1.665185007519e+03 
       4.601782503543e-04       1.774888544583e+03 
       4.918285077631e-04       1.891518127098e+03 
       5.256614902422e-04       2.015675716842e+03 
       5.618723405865e-04       2.147980409030e+03 
       6.006628524492e-04       2.289057373497e+03 
       6.422380578954e-04       2.439523120014e+03 
       6.868017699844e-04       2.599967243652e+03 
       7.345511036756e-04       2.770930825459e+03 
       7.856701272089e-04       2.952882310172e+03 
       8.403229519386e-04       3.146191692417e+03 
       8.986467284376e-04       3.351106903841e+03 
       9.607451456166e-04       3.567731238423e+03 
       1.026683087459e-03       3.796007625021e+03 
       1.096483055867e-03       4.035709845216e+03 
       1.170123806796e-03       4.286443451948e+03 
       1.247541390544e-03       4.547655365105e+03 
       1.328632485831e-03       4.818652613787e+03 
       1.413259637035e-03       5.098598725036e+03 
       1.501257804285e-03       5.386616538454e+03 
       1.592441551508e-03       5.681769630028e+03 
       1.686612228589e-03       5.983085743173e+03 
       1.783564623290e-03       6.289594525488e+03 
       1.883092724333e-03       6.600348801685e+03 
       1.984994408423e-03       6.914442357699e+03 
       2.089075010930e-03       7.231020922266e+03 
       2.195149847563e-03       7.549292609233e+03 
       2.303045820102e-03       7.868530378526e+03 
       2.412602269132e-03       8.188074242145e+03 
       2.523671240097e-03       8.507329327854e+03 
       2.636117315705e-03       8.825764437244e+03 
       2.749817145750e-03       9.142907868764e+03 
       2.864658780666e-03       9.458342075214e+03 
       2.980540891205e-03       9.771701370633e+03 
       3.097371935502e-03       1.008266476968e+04 
       3.215069317271e-03       1.039095334566e+04 
       3.333558564914e-03       1.069632389977e+04 
       3.452772550706e-03       1.099856818488e+04 
       3.572650761327e-03       1.129750509128e+04 
       3.693138625366e-03       1.159298123561e+04 
       3.814186899486e-03       1.188486536355e+04 
       3.935751112348e-03       1.217304773349e+04 
       4.057791063704e-03       1.245743488461e+04 
       4.180270375094e-03       1.273795190243e+04 
       4.303156088122e-03       1.301453599415e+04 
       4.426418306068e-03       1.328713812146e+04 
       4.550029874669e-03       1.355571891476e+04 
       4.673966098080e-03       1.382024922338e+04 
       4.798204486274e-03       1.408070285458e+04 
       4.922724530442e-03       1.433707372581e+04 
       5.047507503269e-03       1.458935552231e+04 
       5.172536281270e-03       1.483759183082e+04 
       5.297795186648e-03       1.508169466483e+04 
       5.423269846451e-03       1.532171707976e+04 
       5.548947067004e-03       1.555770761900e+04 
       5.674814721877e-03       1.578961948134e+04 
       5.800861651800e-03       1.601755969952e+04 
       5.927077575183e-03       1.624145963782e+04 
       6.053453007998e-03       1.646138581628e+04 
       6.179979191974e-03       1.667731035521e+04 
       6.306648030157e-03       1.688935395123e+04 
       6.433452029013e-03       1.709747062923e+04 
       6.560384246343e-03       1.730173640127e+04 
       6.687438244363e-03       1.750214036201e+04 
       6.814608047392e-03       1.769876127821e+04 
       6.941888103638e-03       1.789161226479e+04 
       7.069273250656e-03       1.808072219546e+04 
       7.196758684068e-03       1.826612688213e+04 
       7.324339929221e-03       1.844786508756e+04 
       7.452012815466e-03       1.862597022661e+04 
       7.579773452783e-03       1.880048801816e+04 
       7.707618210530e-03       1.897145399462e+04 
       7.835543698082e-03       1.913888457637e+04 
       7.963546747187e-03       1.930284872410e+04 
       8.091624395859e-03       1.946335934106e+04 
       8.219773873661e-03       1.962045429813e+04 
       8.347992588250e-03       1.977417383047e+04 
       8.476278113052e-03       1.992456559215e+04 
       8.604628175967e-03       2.007166413010e+04 
       8.733040649014e-03       2.021549286966e+04 
       8.861513538814e-03       2.035609690630e+04 
       8.990044977846e-03       2.049349463288e+04 
       9.118633216406e-03       2.062776581709e+04 
       9.247276615195e-03       2.075890056545e+04 
       9.375973638503e-03       2.088694841914e+04 
       9.504722847904e-03       2.101194722900e+04 
       9.633522896457e-03       2.113393474460e+04 
       9.762372523331e-03       2.125293774150e+04 
       9.891270548849e-03       2.136898766328e+04 
       1.002021586990e-02       2.148211977046e+04 
       1.014920745569e-02       2.159237743136e+04 
       1.027824434380e-02       2.169977782840e+04 
       1.040732563657e-02       2.180436383170e+04 
       1.053645049769e-02       2.190616774173e+04 
       1.066561814907e-02       2.200521224876e+04 
       1.079482786793e-02       2.210153879636e+04 
       1.092407898412e-02       2.219517601565e+04 
       1.105337087758e-02       2.228615378751e+04 
       1.118270297602e-02       2.237450750487e+04 
       1.131207475274e-02       2.246026112169e+04 
       1.144148572465e-02       2.254345306675e+04 
       1.157093545035e-02       2.262410695475e+04 
       1.170042352842e-02       2.270224201082e+04 
       1.182994959580e-02       2.277791687624e+04 
       1.195951332624e-02       2.285113215997e+04 
       1.208911442895e-02       2.292192990940e+04 
       1.221875264727e-02       2.299033203206e+04 
