# Matter power spectrum P(k) at redshift z=0
# for k=1.04892e-05 to 2117.76 h/Mpc,
# number of wavenumbers equal to 635
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.048922487945e-05       4.733219594666e+01 
       2.342027282746e-05       1.028388935630e+02 
       3.639714535071e-05       1.574433206740e+02 
       4.945503057694e-05       2.117072554374e+02 
       6.262970311121e-05       2.659551005652e+02 
       7.595784550446e-05       3.204328637266e+02 
       8.947738007726e-05       3.753528434639e+02 
       1.032278155438e-04       4.309119673608e+02 
       1.172506129147e-04       4.873012626072e+02 
       1.315895751921e-04       5.447116802467e+02 
       1.462912653725e-04       6.033381009374e+02 
       1.614054572125e-04       6.633825755639e+02 
       1.769856230178e-04       7.250570651117e+02 
       1.930894623288e-04       7.885859908352e+02 
       2.097794746802e-04       8.542086973171e+02 
       2.271235784767e-04       9.221818749320e+02 
       2.451957762752e-04       9.927820417086e+02 
       2.640768641623e-04       1.066308013638e+03 
       2.838551791765e-04       1.143083421806e+03 
       3.046273735132e-04       1.223459130057e+03 
       3.264991971518e-04       1.307815628497e+03 
       3.495862611624e-04       1.396565085738e+03 
       3.740147418734e-04       1.490153093862e+03 
       3.999219710831e-04       1.589059744913e+03 
       4.274568396192e-04       1.693799721031e+03 
       4.567799214009e-04       1.804921334188e+03 
       4.880632042381e-04       1.923003562141e+03 
       5.214892946895e-04       2.048651146906e+03 
       5.572499518189e-04       2.182486896552e+03 
       5.955438049075e-04       2.325140818493e+03 
       6.365731308763e-04       2.477235907240e+03 
       6.805396165544e-04       2.639370127756e+03 
       7.276391153208e-04       2.812095080992e+03 
       7.780555281153e-04       2.995892052275e+03 
       8.319540871779e-04       3.191146701665e+03 
       8.894744767704e-04       3.398123976188e+03 
       9.507243563319e-04       3.616946012947e+03 
       1.015773919542e-03       3.847575002885e+03 
       1.084652094176e-03       4.089803409871e+03 
       1.157344847848e-03       4.343253211178e+03 
       1.233795828317e-03       4.607384346185e+03 
       1.313909278409e-03       4.881512629216e+03 
       1.397554886744e-03       5.164833936209e+03 
       1.484574026208e-03       5.456453843819e+03 
       1.574786730347e-03       5.755418140938e+03 
       1.667998769721e-03       6.060743484654e+03 
       1.764008293355e-03       6.371443564625e+03 
       1.862611655798e-03       6.686553038199e+03 
       1.963608217632e-03       7.005144595675e+03 
       2.066804055513e-03       7.326343278019e+03 
       2.172014629802e-03       7.649334663177e+03 
       2.279066529246e-03       7.973370506924e+03 
       2.387798447374e-03       8.297770054833e+03 
       2.498061553115e-03       8.621919666591e+03 
       2.609719407898e-03       8.945269797696e+03 
       2.722647561584e-03       9.267332293609e+03 
       2.836732935805e-03       9.587675453058e+03 
       2.951873079806e-03       9.905918886303e+03 
       3.067975362706e-03       1.022173030033e+04 
       3.184956148321e-03       1.053481905981e+04 
       3.302739984428e-03       1.084493328845e+04 
       3.421258827289e-03       1.115185448290e+04 
       3.540451314085e-03       1.145539390640e+04 
       3.660262089908e-03       1.175539096204e+04 
       3.780641191812e-03       1.205170840800e+04 
       3.901543489580e-03       1.234422929772e+04 
       4.022928181076e-03       1.263285685203e+04 
       4.144758338911e-03       1.291751042279e+04 
       4.267000504602e-03       1.319812407074e+04 
       4.389624326132e-03       1.347464601412e+04 
       4.512602234853e-03       1.374703351788e+04 
       4.635909157771e-03       1.401525822072e+04 
       4.759522261524e-03       1.427928812772e+04 
       4.883420724620e-03       1.453911182967e+04 
       5.007585534815e-03       1.479473390586e+04 
       5.131999308797e-03       1.504605569667e+04 
       5.256646131653e-03       1.529319380176e+04 
       5.381511413834e-03       1.553610395098e+04 
       5.506581763633e-03       1.577482297509e+04 
       5.631844873369e-03       1.600958174062e+04 
       5.757289417713e-03       1.624018196728e+04 
       5.882904962760e-03       1.646674786976e+04 
       6.008681884622e-03       1.668919162415e+04 
