# Matter power spectrum P(k) at redshift z=0
# for k=1.04542e-05 to 530.366 h/Mpc,
# number of wavenumbers equal to 629
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.045418263576e-05       4.780042507272e+01 
       2.335860758179e-05       1.039274494124e+02 
       3.630853901088e-05       1.591404378967e+02 
       4.933894711041e-05       2.140072990354e+02 
       6.248538221742e-05       2.688555726389e+02 
       7.578429296286e-05       3.239334325745e+02 
       8.927335461953e-05       3.794548860620e+02 
       1.029918120354e-04       4.356183469369e+02 
       1.169808415681e-04       4.926162070117e+02 
       1.312839364691e-04       5.506406578850e+02 
       1.459473201725e-04       6.098878208843e+02 
       1.610203918815e-04       6.705609250042e+02 
       1.765562086606e-04       7.328731079753e+02 
       1.926120078640e-04       7.970499573366e+02 
       2.092497730541e-04       8.633319696563e+02 
       2.265368454614e-04       9.319770134145e+02 
       2.445465813295e-04       1.003262779404e+03 
       2.633590529564e-04       1.077489275446e+03 
       2.830617876064e-04       1.154981323525e+03 
       3.037505333829e-04       1.236091016182e+03 
       3.255300342452e-04       1.321200088773e+03 
       3.485147871997e-04       1.410721996614e+03 
       3.728297429224e-04       1.505103674782e+03 
       3.986108964219e-04       1.604826612507e+03 
       4.260056968656e-04       1.710407077098e+03 
       4.551731859315e-04       1.822395039766e+03 
       4.862837534437e-04       1.941371441392e+03 
       5.195183802393e-04       2.067943284122e+03 
       5.550672254829e-04       2.202736102261e+03 
       5.931274150117e-04       2.346383179552e+03 
       6.338999063690e-04       2.499511518149e+03 
       6.775853530004e-04       2.662723889558e+03 
       7.243789710688e-04       2.836577741086e+03 
       7.744645289198e-04       3.021561171164e+03 
       8.280077240351e-04       3.218067556343e+03 
       8.851493661626e-04       3.426370458026e+03 
       9.459989172148e-04       3.646601005187e+03 
       1.010629010894e-03       3.878730456881e+03 
       1.079071554240e-03       4.122559664295e+03 
       1.151315883402e-03       4.377717847174e+03 
       1.227309219042e-03       4.643670251013e+03 
       1.306959384449e-03       4.919735501355e+03 
       1.390139471957e-03       5.205109846919e+03 
       1.476693930060e-03       5.498895916343e+03 
       1.566445434217e-03       5.800134291862e+03 
       1.659201907235e-03       6.107833433394e+03 
       1.754763150336e-03       6.420997385224e+03 
       1.852926696135e-03       6.738648696614e+03 
       1.953492659852e-03       7.059848017301e+03 
       2.056267513617e-03       7.383706806481e+03 
       2.161066822587e-03       7.709397228506e+03 
       2.267717055596e-03       8.036158857318e+03 
       2.376056620830e-03       8.363297445371e+03 
       2.485936286918e-03       8.690188368130e+03 
       2.597219141225e-03       9.016270328817e+03 
       2.709780218116e-03       9.341046767241e+03 
       2.823505906830e-03       9.664076289498e+03 
       2.938293225246e-03       9.984971735857e+03 
       3.054049024753e-03       1.030339343815e+04 
       3.170689173489e-03       1.061904684098e+04 
       3.288137750827e-03       1.093167447998e+04 
       3.406326274758e-03       1.124105531227e+04 
       3.525192975461e-03       1.154699822116e+04 
       3.644682122232e-03       1.184934031173e+04 
       3.764743406647e-03       1.214794453191e+04 
       3.885331381932e-03       1.244269167267e+04 
       4.006404956591e-03       1.273348736980e+04 
       4.127926939195e-03       1.302024883933e+04 
       4.249863630605e-03       1.330291287111e+04 
       4.372184459631e-03       1.358142775372e+04 
       4.494861658082e-03       1.385575146678e+04 
       4.617869971307e-03       1.412585761805e+04 
       4.741186400542e-03       1.439171104092e+04 
       4.864789973635e-03       1.465330397338e+04 
       4.988661541037e-03       1.491064680133e+04 
       5.112783594219e-03       1.516377107929e+04 
       5.237140103981e-03       1.541260228099e+04 
       5.361716376380e-03       1.565716558229e+04 
       5.486498924255e-03       1.589756003199e+04 
       5.611475352558e-03       1.613366527165e+04 
       5.736634255918e-03       1.636566565347e+04 
       5.861965127014e-03       1.659346968460e+04 
       5.987458274547e-03       1.681712363375e+04 
       6.113104749706e-03       1.703662078626e+04 
       6.238896280181e-03       1.725208262146e+04 
       6.364825210863e-03       1.746347335681e+04 
       6.490884450506e-03       1.767085389451e+04 
       6.617067423670e-03       1.787421859260e+04 
       6.743368027394e-03       1.807366070238e+04 
       6.869780592062e-03       1.826918438955e+04 
       6.996299846025e-03       1.846083676054e+04 
       7.122920883578e-03       1.864863203936e+04 
       7.249639135940e-03       1.883263026524e+04 
       7.376450344912e-03       1.901285753086e+04 
       7.503350538959e-03       1.918937317083e+04 
       7.630336011448e-03       1.936218962049e+04 
       7.757403300834e-03       1.953136630833e+04 
       7.884549172602e-03       1.969692775039e+04 
       8.011770602780e-03       1.985893017200e+04 
       8.139064762885e-03       2.001738931062e+04 
       8.266429006150e-03       2.017235871233e+04 
       8.393860854919e-03       2.032387916123e+04 
       8.521357989095e-03       2.047199446779e+04 
       8.648918235536e-03       2.061673213810e+04 
