# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.444116045840e-10       4.182656427774e-15       3.772996953930e-13       2.257450806024e-19       8.160663499105e-09       4.447641160570e-10      -1.840567181835e-12 
    3       1.363510897645e-10       5.346904157237e-15       4.222983454461e-13       4.515842234942e-19       5.019335980357e-09       3.157030453548e-10      -1.392105299385e-12 
    4       1.286352516012e-10       4.609461635980e-15       3.933317223211e-13       7.528474957976e-19       3.488451252224e-09       2.390759863999e-10      -9.090219684573e-13 
    5       1.227716758257e-10       3.064091362766e-15       3.330724143969e-13       1.129655070483e-18       2.603548506911e-09       1.887378198636e-10      -5.030382601506e-13 
    6       1.186182987483e-10       1.708808896368e-15       2.661069257618e-13       1.582152780564e-18       2.033698312501e-09       1.533967477372e-10      -2.047851808340e-13 
    7       1.158046662405e-10       9.240747772214e-16       2.067377008120e-13       2.110509395564e-18       1.640820554216e-09       1.274838098933e-10      -1.545074644366e-14 
    8       1.140508113814e-10       5.988265831168e-16       1.612169453569e-13       2.714913542562e-18       1.356213942801e-09       1.078872416028e-10       8.026588307339e-14 
    9       1.130496696777e-10       4.819942641908e-16       1.309245392063e-13       3.395570363656e-18       1.142024363246e-09       9.267600223938e-11       1.060730263527e-13 
   10       1.126079748854e-10       4.111800029312e-16       1.143575970736e-13       4.152698008108e-18       9.759846935582e-10       8.059022303224e-11       8.810825700579e-14 
   11       1.126179186851e-10       3.467618609468e-16       1.084897646284e-13       4.986524060350e-18       8.228857575396e-10       7.120733358556e-11       5.065732914819e-14 
   12       1.129922876520e-10       3.043801795358e-16       1.099508775054e-13       5.897282004472e-18       7.189570534368e-10       6.289612342767e-11       1.102679330793e-14 
   13       1.135964146757e-10       2.941247890113e-16       1.158138419766e-13       6.885207821711e-18       6.336326553769e-10       5.613309279390e-11      -1.885451002417e-14 
   14       1.144509603287e-10       3.075998589124e-16       1.238558454042e-13       7.950536810064e-18       5.626506520480e-10       5.038206092661e-11      -3.463287245437e-14 
   15       1.154803574204e-10       3.334461384157e-16       1.326188685746e-13       9.093500704771e-18       5.029047711303e-10       4.535015958304e-11      -3.716631894556e-14 
   16       1.166442138858e-10       3.697281544792e-16       1.414036570302e-13       1.031432516542e-17       4.521069654820e-10       4.108583500518e-11      -3.026492515617e-14 
   17       1.179456498673e-10       4.220396092146e-16       1.501108279729e-13       1.161322768037e-17       4.085324132315e-10       3.744162023056e-11      -1.918898636904e-14 
   18       1.193574279766e-10       4.955441076083e-16       1.588806339176e-13       1.299041574058e-17       3.707140771662e-10       3.423635941666e-11      -8.830823028080e-15 
   19       1.208818244106e-10       5.904730867916e-16       1.679722873036e-13       1.444608657447e-17       3.380517257137e-10       3.141452595803e-11      -1.718263501692e-15 
   20       1.224767749763e-10       7.048043563933e-16       1.776444853669e-13       1.598042441918e-17       3.092863109392e-10       2.889092940028e-11       5.428455454215e-16 
   21       1.241487780824e-10       8.379158230282e-16       1.878433571114e-13       1.759360307832e-17       2.839657246695e-10       2.666526144499e-11      -1.393785123723e-15 
   22       1.258880805100e-10       9.893631369215e-16       1.983363144903e-13       1.928578292533e-17       2.614838287324e-10       2.472107883498e-11      -5.699892424246e-15 
   23       1.276964555897e-10       1.159398986275e-15       2.088022304258e-13       2.105711486200e-17       2.415313361628e-10       2.299419605302e-11      -1.061459523935e-14 
   24       1.295578657358e-10       1.348312103314e-15       2.188423915133e-13       2.290773727032e-17       2.236468116871e-10       2.139154778742e-11      -1.429692026203e-14 
   25       1.314742701566e-10       1.556208934592e-15       2.281348407114e-13       2.483778160593e-17       2.076195978765e-10       1.992884473736e-11      -1.596989851755e-14 
   26       1.334380635958e-10       1.783373033136e-15       2.363947073487e-13       2.684736872686e-17       1.931593161926e-10       1.863610903659e-11      -1.538277487579e-14 
   27       1.354506188772e-10       2.031830792123e-15       2.435522938361e-13       2.893661423650e-17       1.800925724861e-10       1.748169214678e-11      -1.326114621942e-14 
   28       1.375057258276e-10       2.304141806224e-15       2.496285028421e-13       3.110562597152e-17       1.681942524180e-10       1.640969380868e-11      -1.070790130021e-14 
   29       1.396075042672e-10       2.601807896493e-15       2.546764468373e-13       3.335451258079e-17       1.574035091283e-10       1.541697451935e-11      -8.322118136931e-15 
   30       1.417499176674e-10       2.925998075379e-15       2.587905007438e-13       3.568337641547e-17       1.476042732797e-10       1.451001270971e-11      -6.638175849676e-15 
   31       1.439165180662e-10       3.277792484213e-15       2.620702889035e-13       3.809231347529e-17       1.385964559955e-10       1.368738034737e-11      -6.138392333684e-15 
   32       1.461121584488e-10       3.657987271764e-15       2.644768596527e-13       4.058142402569e-17       1.303335694398e-10       1.294233612563e-11      -6.646387071275e-15 
   33       1.483405470094e-10       4.067198933335e-15       2.659221823267e-13       4.315080579891e-17       1.227572996153e-10       1.225952334582e-11      -7.694017055746e-15 
