# Matter power spectrum P(k) at redshift z=0
# for k=1.06275e-05 to 537.834 h/Mpc,
# number of wavenumbers equal to 628
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.062751731485e-05       4.578823162996e+01 
       2.377066760304e-05       9.965284819292e+01 
       3.696183745703e-05       1.526459308196e+02 
       5.023798171468e-05       2.053182099421e+02 
       6.363669046477e-05       2.579893632430e+02 
       7.719653795630e-05       3.109029997267e+02 
       9.095744308956e-05       3.642702203709e+02 
       1.049610464652e-04       4.182875496667e+02 
       1.192511090035e-04       4.731462521302e+02 
       1.338739371823e-04       5.290380262100e+02 
       1.488788399361e-04       5.861591070031e+02 
       1.643186221737e-04       6.447134417657e+02 
       1.802501196255e-04       7.049155322252e+02 
       1.967347792420e-04       7.669930284371e+02 
       2.138392885043e-04       8.311892648108e+02 
       2.316362556040e-04       8.977658028606e+02 
       2.502049402892e-04       9.670049807209e+02 
       2.696320319709e-04       1.039212488371e+03 
       2.900124670960e-04       1.114719943649e+03 
       3.114502713885e-04       1.193887440955e+03 
       3.340594038823e-04       1.277105906272e+03 
       3.579645682147e-04       1.364799204609e+03 
       3.833019420125e-04       1.457425701383e+03 
       4.102197571613e-04       1.555479174089e+03 
       4.388786425460e-04       1.659488553666e+03 
       4.694516174882e-04       1.770016245842e+03 
       5.021236007956e-04       1.887654455191e+03 
       5.370902809794e-04       2.013019060813e+03 
       5.745561837576e-04       2.146740451589e+03 
       6.147317815280e-04       2.289450952102e+03 
       6.578295255731e-04       2.441768285486e+03 
       7.040587543763e-04       2.604275744844e+03 
       7.536195458255e-04       2.777498604364e+03 
       8.066957341371e-04       2.961878577122e+03 
       8.634474881110e-04       3.157747692537e+03 
       9.240040149906e-04       3.365303480461e+03 
       9.884570713149e-04       3.584588836840e+03 
       1.056855984938e-03       3.815477851693e+03 
       1.129204791610e-03       4.057670673533e+03 
       1.205461865781e-03       4.310698248673e+03 
       1.285542115896e-03       4.573936087777e+03 
       1.369321485441e-03       4.846627152831e+03 
       1.456643226157e-03       5.127910036029e+03 
       1.547325245602e-03       5.416850641658e+03 
       1.641167799292e-03       5.712473374347e+03 
       1.737960882708e-03       6.013790397751e+03 
       1.837490840006e-03       6.319826881328e+03 
       1.939545895951e-03       6.629640875437e+03 
       2.043920494837e-03       6.942339151453e+03 
       2.150418469919e-03       7.257088194435e+03 
       2.258855160039e-03       7.573119911005e+03 
       2.369058639712e-03       7.889734842846e+03 
       2.480870244225e-03       8.206302354457e+03 
       2.594144563424e-03       8.522258918868e+03 
       2.708749056879e-03       8.837101163597e+03 
       2.824563416617e-03       9.150387267623e+03 
       2.941478776655e-03       9.461728426308e+03 
       3.059396844056e-03       9.770783044896e+03 
       3.178229005476e-03       1.007725441315e+04 
       3.297895446462e-03       1.038088401906e+04 
       3.418324307898e-03       1.068144978247e+04 
       3.539450894359e-03       1.097875888865e+04 
       3.661216942219e-03       1.127264550291e+04 
       3.783569950486e-03       1.156297009611e+04 
       3.906462574100e-03       1.184961368698e+04 
       4.029852077304e-03       1.213247754013e+04 
       4.153699843475e-03       1.241147944191e+04 
       4.277970937103e-03       1.268655232043e+04 
       4.402633713366e-03       1.295764464953e+04 
       4.527659470755e-03       1.322471611020e+04 
       4.653022142328e-03       1.348773171042e+04 
       4.778698021514e-03       1.374667600559e+04 
       4.904665518641e-03       1.400150999793e+04 
       5.030904944732e-03       1.425227002448e+04 
       5.157398319469e-03       1.449894500324e+04 
       5.284129200512e-03       1.474146930878e+04 
       5.411082531704e-03       1.497998416506e+04 
       5.538244507950e-03       1.521436504712e+04 
       5.665602454829e-03       1.544472827402e+04 
       5.793144721209e-03       1.567107479165e+04 
       5.920860583369e-03       1.589334623411e+04 
       6.048740159282e-03       1.611165056503e+04 
       6.176774331888e-03       1.632595977856e+04 
       6.304954680341e-03       1.653633050033e+04 
       6.433273418315e-03       1.674280859428e+04 
       6.561723338563e-03       1.694537984392e+04 
       6.690297763060e-03       1.714411604882e+04 
       6.818990498074e-03       1.733902357516e+04 
       6.947795793660e-03       1.753017425451e+04 
       7.076708307064e-03       1.771756681050e+04 
       7.205723069646e-03       1.790123820306e+04 
       7.334835456926e-03       1.808123767046e+04 
       7.464041161431e-03       1.825759361676e+04 
       7.593336168054e-03       1.843034738764e+04 
       7.722716731668e-03       1.859953770673e+04 
       7.852179356748e-03       1.876518010530e+04 
       7.981720778828e-03       1.892734544557e+04 
       8.111337947576e-03       1.908604494324e+04 
       8.241028011361e-03       1.924132069599e+04 
       8.370788303134e-03       1.939321395796e+04 
       8.500616327529e-03       1.954176120858e+04 
       8.630509749034e-03       1.968700176189e+04 
       8.760466381163e-03       1.982897474270e+04 
       8.890484176511e-03       1.996770919539e+04 
       9.020561217625e-03       2.010324631914e+04 
       9.150695708611e-03       2.023562233856e+04 
       9.280885967411e-03       2.036487162300e+04 
       9.411130418692e-03       2.049102607572e+04 
       9.541427587293e-03       2.061413103388e+04 
       9.671776092178e-03       2.073421115298e+04 
       9.802174640855e-03       2.085129798829e+04 
       9.932622024223e-03       2.096543831246e+04 
       1.006311711180e-02       2.107665512036e+04 
       1.019365884734e-02       2.118498349520e+04 
       1.032424624470e-02       2.129044738594e+04 
       1.045487838411e-02       2.139312319601e+04 
       1.058555440865e-02       2.149298130817e+04 
       1.071627352100e-02       2.159009348783e+04 
       1.084703498043e-02       2.168448170051e+04 
       1.097783810000e-02       2.177617394387e+04 
       1.110868224398e-02       2.186520815053e+04 
       1.123956682540e-02       2.195160827899e+04 
       1.137049130385e-02       2.203541640936e+04 
       1.150145518338e-02       2.211665092821e+04 
       1.163245801056e-02       2.219535037099e+04 
       1.176349937267e-02       2.227153383615e+04 
       1.189457889605e-02       2.234524425939e+04 
       1.202569624455e-02       2.241649662501e+04 
       1.215685111803e-02       2.248533450007e+04 
       1.228804325109e-02       2.255177707852e+04 
       1.241927241176e-02       2.261586451785e+04 
       1.255053840035e-02       2.267760676595e+04 
       1.268184104841e-02       2.273704291689e+04 
       1.281318021767e-02       2.279420884204e+04 
       1.294455579916e-02       2.284912248876e+04 
       1.307596771233e-02       2.290181245179e+04 
       1.320741590423e-02       2.295230894395e+04 
       1.333890034883e-02       2.300063367999e+04 
       1.347042104627e-02       2.304681942684e+04 
       1.360197802228e-02       2.309088610763e+04 
       1.373357132760e-02       2.313284334203e+04 
       1.386520103742e-02       2.317276533783e+04 
       1.399686725090e-02       2.321063294902e+04 
       1.412857009076e-02       2.324648250306e+04 
       1.426030970283e-02       2.328035591769e+04 
       1.439208625572e-02       2.331225440060e+04 
       1.452389994046e-02       2.334220801181e+04 
       1.465575097020e-02       2.337025745153e+04 
       1.478763958000e-02       2.339641246836e+04 
       1.491956602653e-02       2.342070204035e+04 
       1.505153058789e-02       2.344314718032e+04 
       1.518353356345e-02       2.346377392367e+04 
       1.531557527370e-02       2.348260101180e+04 
       1.544765606009e-02       2.349965979393e+04 
       1.557977628498e-02       2.351496949260e+04 
       1.571193633154e-02       2.352855451091e+04 
       1.584413660372e-02       2.354042563447e+04 
       1.597637752621e-02       2.355062604651e+04 
       1.610865954442e-02       2.355917140633e+04 
       1.624098312452e-02       2.356607214912e+04 
       1.637334875347e-02       2.357136457615e+04 
       1.650575693909e-02       2.357506428177e+04 
       1.663820821009e-02       2.357718571180e+04 
       1.677070311622e-02       2.357776725023e+04 
       1.690324222835e-02       2.357681781797e+04 
       1.703582613862e-02       2.357435986410e+04 
       1.716845546056e-02       2.357043639775e+04 
       1.730113082931e-02       2.356501414249e+04 
       1.743385290176e-02       2.355817092229e+04 
       1.756662235675e-02       2.354988905754e+04 
       1.769943989533e-02       2.354021424878e+04 
       1.783230624097e-02       2.352916719863e+04 
       1.796522213982e-02       2.351674122240e+04 
       1.809818836094e-02       2.350297635647e+04 
       1.823120569668e-02       2.348789613627e+04 
       1.836427496290e-02       2.347151260120e+04 
       1.849739699930e-02       2.345381757505e+04 
       1.863057266981e-02       2.343490488735e+04 
       1.876380286288e-02       2.341471749650e+04 
       1.889708849190e-02       2.339330894999e+04 
       1.903043049556e-02       2.337068981577e+04 
       1.916382983826e-02       2.334689506950e+04 
       1.929728751055e-02       2.332191159159e+04 
       1.943080452952e-02       2.329580758945e+04 
       1.956438193934e-02       2.326855931899e+04 
       1.969802081166e-02       2.324018786640e+04 
       1.983172224612e-02       2.321070460178e+04 
       1.996548737092e-02       2.318014245870e+04 
       2.009931734325e-02       2.314854020473e+04 
       2.023321334993e-02       2.311588370632e+04 
       2.036717660795e-02       2.308226101019e+04 
       2.050120836502e-02       2.304753246827e+04 
       2.063530990024e-02       2.301186635552e+04 
       2.076948252469e-02       2.297520952410e+04 
       2.090372758212e-02       2.293759159316e+04 
       2.103804644957e-02       2.289905683839e+04 
       2.117244053810e-02       2.285960915518e+04 
       2.130691129350e-02       2.281921864693e+04 
       2.144146019703e-02       2.277794715608e+04 
       2.157608876620e-02       2.273581819587e+04 
       2.171079855553e-02       2.269277576464e+04 
       2.184559115738e-02       2.264896936067e+04 
       2.198046820279e-02       2.260430208461e+04 
       2.211543136233e-02       2.255885130911e+04 
       2.225048234703e-02       2.251253298700e+04 
       2.238562290927e-02       2.246544921326e+04 
       2.252085484373e-02       2.241766889270e+04 
       2.265617998839e-02       2.236906414115e+04 
       2.279160022552e-02       2.231989485399e+04 
       2.292711748273e-02       2.226975805771e+04 
       2.306273373404e-02       2.221903841903e+04 
       2.319845100102e-02       2.216762269887e+04 
       2.333427135386e-02       2.211551510665e+04 
       2.347019691262e-02       2.206276557578e+04 
       2.360622984841e-02       2.200933601260e+04 
       2.374237238465e-02       2.195526960185e+04 
       2.387862679837e-02       2.190065738173e+04 
       2.401499542153e-02       2.184541333513e+04 
       2.415148064238e-02       2.178953498060e+04 
       2.428808490692e-02       2.173311617063e+04 
       2.442481072034e-02       2.167610887005e+04 
       2.456166064854e-02       2.161859912566e+04 
       2.469863731965e-02       2.156050253879e+04 
       2.483574342572e-02       2.150187593761e+04 
       2.497298172427e-02       2.144279316747e+04 
       2.511035504012e-02       2.138310515037e+04 
       2.524786626707e-02       2.132304281776e+04 
       2.538551836978e-02       2.126244609124e+04 
       2.552331438564e-02       2.120138902518e+04 
       2.566125742671e-02       2.113988343961e+04 
       2.579935068177e-02       2.107793312774e+04 
       2.593759741836e-02       2.101557005800e+04 
       2.607600098495e-02       2.095281418028e+04 
       2.621456481319e-02       2.088958996603e+04 
       2.635329242017e-02       2.082606809680e+04 
       2.649218741080e-02       2.076207149254e+04 
       2.663125348033e-02       2.069772176092e+04 
       2.677049441680e-02       2.063303005868e+04 
       2.690991410377e-02       2.056802874749e+04 
       2.704951652297e-02       2.050262621172e+04 
       2.718930575715e-02       2.043690856627e+04 
       2.732928599303e-02       2.037092019091e+04 
       2.746946152427e-02       2.030455712070e+04 
       2.760983675465e-02       2.023800197938e+04 
       2.775041620129e-02       2.017111260119e+04 
       2.789120449802e-02       2.010374422839e+04 
       2.803220639888e-02       2.003645043473e+04 
       2.817342678171e-02       1.996876141642e+04 
       2.831487065194e-02       1.990077567028e+04 
       2.845654314645e-02       1.983264447421e+04 
       2.859844953760e-02       1.976418470778e+04 
       2.874059523746e-02       1.969559236672e+04 
       2.888298580213e-02       1.962673289090e+04 
       2.902562693626e-02       1.955770379190e+04 
       2.916852449773e-02       1.948839310018e+04 
       2.931168450259e-02       1.941899318675e+04 
       2.945511313004e-02       1.934939096495e+04 
       2.959881672777e-02       1.927964082027e+04 
       2.974280181738e-02       1.920969343359e+04 
       2.988707510016e-02       1.913965600080e+04 
       3.003164346293e-02       1.906938483834e+04 
       3.017651398432e-02       1.899901832859e+04 
       3.032169394109e-02       1.892853469501e+04 
       3.046719081492e-02       1.885791456217e+04 
       3.061301229936e-02       1.878716642731e+04 
       3.075916630710e-02       1.871639309899e+04 
       3.090566097754e-02       1.864543418218e+04 
       3.105250468477e-02       1.857439364411e+04 
       3.119970604575e-02       1.850324527985e+04 
       3.134727392900e-02       1.843204104396e+04 
       3.149521746356e-02       1.836081492655e+04 
       3.164354604839e-02       1.828946477719e+04 
       3.179226936224e-02       1.821802284666e+04 
       3.194139737389e-02       1.814657083753e+04 
       3.209094035291e-02       1.807504161485e+04 
       3.224090888090e-02       1.800346545813e+04 
       3.239131386325e-02       1.793187022088e+04 
       3.254216654147e-02       1.786021134119e+04 
       3.269347850613e-02       1.778857775744e+04 
       3.284526171034e-02       1.771692093704e+04 
       3.299752848396e-02       1.764519001342e+04 
       3.315029154851e-02       1.757346799040e+04 
       3.330356403273e-02       1.750170201452e+04 
       3.345735948904e-02       1.743001060487e+04 
       3.361169191074e-02       1.735822657635e+04 
       3.376657575010e-02       1.728655334808e+04 
       3.392202593742e-02       1.721480723466e+04 
       3.407805790108e-02       1.714303972659e+04 
       3.423468758856e-02       1.707137823160e+04 
       3.439193148870e-02       1.699970444447e+04 
       3.454980665507e-02       1.692796887762e+04 
       3.470833073063e-02       1.685636562613e+04 
       3.486752197376e-02       1.678477892339e+04 
       3.502739928570e-02       1.671317880055e+04 
       3.518798223958e-02       1.664163943535e+04 
       3.534929111103e-02       1.657013827475e+04 
       3.551134691058e-02       1.649864101198e+04 
       3.567417141796e-02       1.642718157880e+04 
       3.583778721838e-02       1.635583275096e+04 
       3.600221774096e-02       1.628444885646e+04 
       3.616748729946e-02       1.621316428035e+04 
       3.633362113556e-02       1.614193289880e+04 
       3.650064546466e-02       1.607069402344e+04 
       3.666858752468e-02       1.599959635947e+04 
       3.683747562781e-02       1.592843863882e+04 
       3.700733921563e-02       1.585742638886e+04 
       3.717820891777e-02       1.578644990415e+04 
       3.735011661440e-02       1.571553086888e+04 
       3.752309550283e-02       1.564460546815e+04 
       3.769718016866e-02       1.557380000435e+04 
       3.787240666162e-02       1.550303979756e+04 
       3.804881257682e-02       1.543232839582e+04 
       3.822643714148e-02       1.536166024111e+04 
       3.840532130791e-02       1.529102669010e+04 
       3.858550785313e-02       1.522046336422e+04 
       3.876704148571e-02       1.514998333908e+04 
       3.894996896050e-02       1.507953599279e+04 
       3.913433920194e-02       1.500912644182e+04 
       3.932020343673e-02       1.493877683654e+04 
       3.950761533667e-02       1.486847788413e+04 
       3.969663117274e-02       1.479821143878e+04 
       3.988730998129e-02       1.472799671648e+04 
       4.007971374372e-02       1.465781698433e+04 
       4.027390758078e-02       1.458766249292e+04 
       4.046995996301e-02       1.451755922334e+04 
       4.066794293898e-02       1.444746840317e+04 
       4.086793238307e-02       1.437740257082e+04 
       4.107000826484e-02       1.430735355657e+04 
       4.127425494230e-02       1.423733302961e+04 
       4.148076148158e-02       1.416731896004e+04 
       4.168962200593e-02       1.409733124143e+04 
       4.190093607727e-02       1.402730324784e+04 
       4.211480911396e-02       1.395729656895e+04 
       4.233135284894e-02       1.388725989069e+04 
       4.255068583297e-02       1.381723431643e+04 
       4.277293398840e-02       1.374713938556e+04 
       4.299823121935e-02       1.367704746533e+04 
       4.322672008564e-02       1.360689893079e+04 
       4.345855254818e-02       1.353664272703e+04 
       4.369389079504e-02       1.346645123449e+04 
       4.393290815895e-02       1.339604400708e+04 
       4.417579013823e-02       1.332563765910e+04 
       4.442273553524e-02       1.325510573022e+04 
       4.467395772890e-02       1.318446952374e+04 
       4.492968610010e-02       1.311370848725e+04 
       4.519016763229e-02       1.304279495136e+04 
       4.545566871324e-02       1.297172116025e+04 
       4.572647716847e-02       1.290051524589e+04 
       4.600290456225e-02       1.282910821106e+04 
       4.628528880863e-02       1.275748529096e+04 
       4.657399714300e-02       1.268562475410e+04 
       4.686942951388e-02       1.261351928416e+04 
       4.717202246677e-02       1.254111257921e+04 
       4.748225360590e-02       1.246841515479e+04 
       4.780064673717e-02       1.239538939179e+04 
       4.812777781741e-02       1.232195351309e+04 
       4.846428186168e-02       1.224814995127e+04 
       4.881086099344e-02       1.217390616021e+04 
       4.916829386416e-02       1.209915024768e+04 
       4.953744672074e-02       1.202382627431e+04 
       4.991928646443e-02       1.194791564582e+04 
       5.031489612789e-02       1.187140488687e+04 
       5.072549330128e-02       1.179410390960e+04 
       5.115245217162e-02       1.171601834215e+04 
       5.159733000906e-02       1.163708788623e+04 
       5.206189914974e-02       1.155713910764e+04 
       5.254818580000e-02       1.147603401661e+04 
       5.305851733654e-02       1.139371699110e+04 
       5.359558021708e-02       1.130994802877e+04 
       5.416249116473e-02       1.122462067842e+04 
       5.476288495416e-02       1.113744844941e+04 
       5.540102290257e-02       1.104809308541e+04 
       5.608192699664e-02       1.095627514492e+04 
       5.681154531513e-02       1.086147070311e+04 
       5.759695467372e-02       1.076319090354e+04 
       5.844660545453e-02       1.066063206038e+04 
       5.937060984026e-02       1.055288274262e+04 
       6.038106519957e-02       1.043864913156e+04 
       6.149238387573e-02       1.031618157043e+04 
       6.272156051254e-02       1.018327955709e+04 
       6.408823676716e-02       1.003681913895e+04 
       6.561431239260e-02       9.872707521916e+03 
       6.732271747719e-02       9.685646303333e+03 
       6.923489297029e-02       9.469155066845e+03 
       7.136674791480e-02       9.216091314328e+03 
       7.372366601559e-02       8.919909659677e+03 
       7.629645484402e-02       8.576861271402e+03 
       7.906089138904e-02       8.188373093771e+03 
       8.198213748077e-02       7.762467434718e+03 
       8.502215336057e-02       7.313210811785e+03 
       8.814640095975e-02       6.858297465497e+03 
       9.132741404366e-02       6.415948452439e+03 
       9.454530483187e-02       6.002107960329e+03 
       9.778656484116e-02       5.628750674778e+03 
       1.010423967737e-01       5.303008770504e+03 
       1.043072237225e-01       5.027387819182e+03 
       1.075775695100e-01       4.800168486710e+03 
       1.108512898542e-01       4.616384222272e+03 
       1.141270704188e-01       4.468641335055e+03 
       1.174041086199e-01       4.347996567070e+03 
       1.206819154224e-01       4.244916015569e+03 
       1.239601931659e-01       4.150056632148e+03 
       1.272387607309e-01       4.055105318210e+03 
       1.305175078745e-01       3.953453522580e+03 
       1.337963674302e-01       3.840723738324e+03 
       1.370752984053e-01       3.715024209480e+03 
       1.403542757127e-01       3.576851088538e+03 
       1.436332839346e-01       3.428750230045e+03 
       1.469123135368e-01       3.274723924224e+03 
       1.501913585694e-01       3.119566138734e+03 
       1.534704152702e-01       2.968167784443e+03 
       1.567494812169e-01       2.824964154539e+03 
       1.600285548108e-01       2.693491567472e+03 
       1.633076349627e-01       2.576136085834e+03 
       1.665867209018e-01       2.474045702461e+03 
       1.698658120587e-01       2.387165462380e+03 
       1.731449079934e-01       2.314385440208e+03 
       1.764240083515e-01       2.253753506855e+03 
       1.797031128366e-01       2.202716688260e+03 
       1.829822211932e-01       2.158409084992e+03 
       1.862613331956e-01       2.117943303595e+03 
       1.895404486415e-01       2.079135328943e+03 
       1.928195673465e-01       2.038994330520e+03 
       1.960986891414e-01       1.995750012621e+03 
       1.993778138698e-01       1.948329118776e+03 
       2.026569413867e-01       1.896448160585e+03 
       2.059360715568e-01       1.840568300814e+03 
       2.092152042538e-01       1.781732235817e+03 
       2.124943393595e-01       1.721340088522e+03 
       2.157734767630e-01       1.660978479123e+03 
       2.190526163601e-01       1.602151387346e+03 
       2.223317580532e-01       1.546147968472e+03 
       2.256109017500e-01       1.493988553712e+03 
       2.288900473637e-01       1.446353072774e+03 
       2.321691948127e-01       1.403583465764e+03 
       2.354483440197e-01       1.365694867234e+03 
       2.387274949117e-01       1.332390602189e+03 
       2.420066474197e-01       1.303111218929e+03 
       2.452858014786e-01       1.277091026403e+03 
       2.485649570265e-01       1.253425835764e+03 
       2.518441140049e-01       1.231196930649e+03 
       2.551232723583e-01       1.209523419121e+03 
       2.584024320340e-01       1.187682497507e+03 
       2.616815929820e-01       1.165123300847e+03 
       2.649607551548e-01       1.141514456198e+03 
       2.682399185072e-01       1.116748241903e+03 
       2.715190829961e-01       1.090889698416e+03 
       2.747982485807e-01       1.064175182091e+03 
       2.780774152219e-01       1.036975968387e+03 
       2.813565828827e-01       1.009743662835e+03 
       2.846357515275e-01       9.829543298768e+02 
       2.879149211226e-01       9.570736462649e+02 
       2.911940916356e-01       9.324860593503e+02 
       2.944732630358e-01       9.094674728912e+02 
       2.977524352936e-01       8.881613362092e+02 
       3.010316083810e-01       8.685815895189e+02 
       3.043107822708e-01       8.506320293995e+02 
       3.075899569374e-01       8.341285463543e+02 
       3.108691323560e-01       8.188310934374e+02 
       3.141483085029e-01       8.044726228301e+02 
       3.174274853555e-01       7.907746060233e+02 
       3.207066628920e-01       7.774724213323e+02 
       3.239858410915e-01       7.643160042656e+02 
       3.272650199340e-01       7.511171807422e+02 
       3.305441994003e-01       7.377414417183e+02 
       3.338233794719e-01       7.241203047099e+02 
       3.371025601311e-01       7.102638253714e+02 
       3.403817413607e-01       6.962366266045e+02 
       3.436609231444e-01       6.821491526820e+02 
       3.469401054664e-01       6.681338283259e+02 
       3.502192883114e-01       6.543278643548e+02 
       3.534984716650e-01       6.408609169718e+02 
       3.567776555130e-01       6.278413661959e+02 
       3.600568398417e-01       6.153584994916e+02 
       3.633360246383e-01       6.034731763964e+02 
       3.666152098899e-01       5.922110027808e+02 
       3.698943955846e-01       5.815700496717e+02 
       3.731735817105e-01       5.715108022898e+02 
       3.764527682563e-01       5.619598204306e+02 
       3.797319552111e-01       5.528278288610e+02 
       3.830111425644e-01       5.440206328011e+02 
       3.862903303060e-01       5.354449426896e+02 
       3.895695184260e-01       5.270230250801e+02 
       3.928487069149e-01       5.186951067762e+02 
       3.961278957635e-01       5.104202997300e+02 
       3.994070849629e-01       5.021754925430e+02 
       4.026862745045e-01       4.939520494930e+02 
       4.059654643800e-01       4.857541372639e+02 
