# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.444111454170e-10       4.182430682651e-15       3.772996993848e-13       0.000000000000e+00       8.160663499105e-09       4.447641160570e-10      -1.840567181835e-12 
    3       1.363501735330e-10       5.346452572604e-15       4.222983632379e-13       0.000000000000e+00       5.019335980357e-09       3.157030453548e-10      -1.392105299385e-12 
    4       1.286337291649e-10       4.608708786474e-15       3.933317734519e-13       0.000000000000e+00       3.488451252224e-09       2.390759863999e-10      -9.090219684573e-13 
    5       1.227694006945e-10       3.062961700817e-15       3.330725309009e-13       0.000000000000e+00       2.603548506911e-09       1.887378198636e-10      -5.030382601506e-13 
    6       1.186151276165e-10       1.707226724847e-15       2.661071549000e-13       0.000000000000e+00       2.033698312501e-09       1.533967477372e-10      -2.047851808340e-13 
    7       1.158004594437e-10       9.219642242785e-16       2.067381075648e-13       0.000000000000e+00       1.640820554216e-09       1.274838098933e-10      -1.545074644366e-14 
    8       1.140454332651e-10       5.961115796871e-16       1.612176146455e-13       0.000000000000e+00       1.356213942801e-09       1.078872416028e-10       8.026588307339e-14 
    9       1.130429888716e-10       4.785985246581e-16       1.309255778191e-13       0.000000000000e+00       1.142024363246e-09       9.267600223938e-11       1.060730263527e-13 
   10       1.125998644813e-10       4.070270094385e-16       1.143591352829e-13       0.000000000000e+00       9.759846935582e-10       8.059022303224e-11       8.810825700579e-14 
   11       1.126082563169e-10       3.417748518316e-16       1.084919574911e-13       0.000000000000e+00       8.228857575396e-10       7.120733358556e-11       5.065732914819e-14 
