# Matter power spectrum P(k) at redshift z=0
# for k=1.05585e-05 to 108.136 h/Mpc,
# number of wavenumbers equal to 623
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.055852936923e-05       4.650349202586e+01 
       2.354577003919e-05       1.009172904802e+02 
       3.657949881966e-05       1.544497549666e+02 
       4.969536676099e-05       2.076520619603e+02 
       6.292962481275e-05       2.608432768332e+02 
       7.631945239890e-05       3.142658028939e+02 
       8.990329667292e-05       3.681291236407e+02 
       1.037212270336e-04       4.226277540373e+02 
       1.178153095163e-04       4.779506138312e+02 
       1.322300057100e-04       5.342866503125e+02 
       1.470126008509e-04       5.918289323722e+02 
       1.622136656743e-04       6.507777179663e+02 
       1.778875564037e-04       7.113432978483e+02 
       1.940929568370e-04       7.737484550777e+02 
       2.108934657570e-04       8.382309486197e+02 
       2.283582316889e-04       9.050459723129e+02 
       2.465626351727e-04       9.744685662900e+02 
       2.655890159669e-04       1.046796157365e+03 
       2.855274386476e-04       1.122351061485e+03 
       3.064764845558e-04       1.201482836006e+03 
       3.285440505540e-04       1.284570798471e+03 
       3.518481251461e-04       1.372025978007e+03 
       3.765174997995e-04       1.464292793206e+03 
       4.026923575381e-04       1.561850192020e+03 
       4.305246621479e-04       1.665211667524e+03 
       4.601782503543e-04       1.774924024491e+03 
       4.918285077631e-04       1.891564493918e+03 
       5.256614902422e-04       2.015735498916e+03 
       5.618723405865e-04       2.148056697084e+03 
       6.006628524492e-04       2.289153940442e+03 
       6.422380578954e-04       2.439644560893e+03 
       6.868017699844e-04       2.600119136199e+03 
       7.345511036756e-04       2.771119910155e+03 
       7.856701272089e-04       2.953116686624e+03 
       8.403229519386e-04       3.146481026156e+03 
       8.986467284376e-04       3.351462634701e+03 
       9.607451456166e-04       3.568166778542e+03 
       1.026683087459e-03       3.796538532158e+03 
       1.096483055867e-03       4.036353955723e+03 
       1.170123806796e-03       4.287220958177e+03 
       1.247541390544e-03       4.548588824316e+03 
       1.328632485831e-03       4.819766880123e+03 
       1.413259637035e-03       5.099920783919e+03 
       1.501257804285e-03       5.388175309233e+03 
       1.592441551508e-03       5.683595673311e+03 
       1.686612228589e-03       5.985210914080e+03 
       1.783564623290e-03       6.292051601205e+03 
       1.883092724333e-03       6.603171097233e+03 
       1.984994408423e-03       6.917663350075e+03 
       2.089075010930e-03       7.234673900468e+03 
       2.195149847563e-03       7.553410365758e+03 
       2.303045820102e-03       7.873144951322e+03 
       2.412602269132e-03       8.193216713946e+03 
       2.523671240097e-03       8.513029683898e+03 
       2.636117315705e-03       8.832051479399e+03 
       2.749817145750e-03       9.149809180437e+03 
       2.864658780666e-03       9.465884028574e+03 
       2.980540891205e-03       9.779909168240e+03 
       3.097371935502e-03       1.009156250816e+04 
       3.215069317271e-03       1.040056409459e+04 
       3.333558564914e-03       1.070666978340e+04 
       3.452772550706e-03       1.100967046448e+04 
       3.572650761327e-03       1.130938423378e+04 
       3.693138625366e-03       1.160565697458e+04 
       3.814186899486e-03       1.189835674169e+04 
       3.935751112348e-03       1.218737313185e+04 
       4.057791063704e-03       1.247261203424e+04 
       4.180270375094e-03       1.275399788817e+04 
       4.303156088122e-03       1.303146724350e+04 
       4.426418306068e-03       1.330497039121e+04 
       4.550029874669e-03       1.357446727156e+04 
       4.673966098080e-03       1.383992802704e+04 
       4.798204486274e-03       1.410132571542e+04 
       4.922724530442e-03       1.435865353247e+04 
       5.047507503269e-03       1.461190451383e+04 
       5.172536281270e-03       1.486112156169e+04 
       5.297795186648e-03       1.510621583493e+04 
       5.423269846451e-03       1.534723972153e+04 
       5.548947067004e-03       1.558424120376e+04 
       5.674814721877e-03       1.581717275444e+04 
       5.800861651800e-03       1.604614093896e+04 
       5.927077575183e-03       1.627107642041e+04 
       6.053453007998e-03       1.649204521155e+04 
       6.179979191974e-03       1.670901881667e+04 
       6.306648030157e-03       1.692211758418e+04 
       6.433452029013e-03       1.713129482247e+04 
       6.560384246343e-03       1.733662607373e+04 
       6.687438244363e-03       1.753809978581e+04 
       6.814608047392e-03       1.773579421046e+04 
       6.941888103638e-03       1.792972179540e+04 
       7.069273250656e-03       1.811991074876e+04 
       7.196758684068e-03       1.830639620095e+04 
       7.324339929221e-03       1.848921623168e+04 
       7.452012815466e-03       1.866840354248e+04 
       7.579773452783e-03       1.884400320232e+04 
       7.707618210530e-03       1.901605005114e+04 
       7.835543698082e-03       1.918455984295e+04 
       7.963546747187e-03       1.934960104212e+04 
       8.091624395859e-03       1.951118597837e+04 
       8.219773873661e-03       1.966935204482e+04 
       8.347992588250e-03       1.982413909601e+04 
       8.476278113052e-03       1.997559453454e+04 
       8.604628175967e-03       2.012375266114e+04 
       8.733040649014e-03       2.026863666874e+04 
       8.861513538814e-03       2.041029153998e+04 
       8.990044977846e-03       2.054873553431e+04 
       9.118633216406e-03       2.068404842773e+04 
       9.247276615195e-03       2.081622016236e+04 
       9.375973638503e-03       2.094530021542e+04 
       9.504722847904e-03       2.107132637812e+04 
       9.633522896457e-03       2.119433624539e+04 
       9.762372523331e-03       2.131435642338e+04 
       9.891270548849e-03       2.143141814779e+04 
       1.002021586990e-02       2.154555642309e+04 
       1.014920745569e-02       2.165681435812e+04 
       1.027824434380e-02       2.176520881339e+04 
       1.040732563657e-02       2.187078233825e+04 
       1.053645049769e-02       2.197356690576e+04 
       1.066561814907e-02       2.207358484079e+04 
       1.079482786793e-02       2.217087728554e+04 
       1.092407898412e-02       2.226547255193e+04 
       1.105337087758e-02       2.235740023513e+04 
       1.118270297602e-02       2.244669547851e+04 
       1.131207475274e-02       2.253338200165e+04 
       1.144148572465e-02       2.261749807057e+04 
       1.157093545035e-02       2.269906712360e+04 
       1.170042352842e-02       2.277810823431e+04 
       1.182994959580e-02       2.285468003448e+04 
       1.195951332624e-02       2.292878297768e+04 
       1.208911442895e-02       2.300045909329e+04 
       1.221875264727e-02       2.306973021813e+04 
       1.234842775746e-02       2.313663571470e+04 
       1.247813956759e-02       2.320120244299e+04 
       1.260788791646e-02       2.326344449737e+04 
       1.273767267266e-02       2.332339711209e+04 
       1.286749373366e-02       2.338109293263e+04 
       1.299735102499e-02       2.343655253737e+04 
       1.312724449943e-02       2.348980625822e+04 
       1.325717413632e-02       2.354088661930e+04 
       1.338713994090e-02       2.358981085983e+04 
       1.351714194372e-02       2.363660178659e+04 
       1.364718020002e-02       2.368129486292e+04 
       1.377725478928e-02       2.372390394736e+04 
       1.390736581472e-02       2.376445616799e+04 
       1.403751340288e-02       2.380298643692e+04 
       1.416769770320e-02       2.383951275276e+04 
       1.429791888770e-02       2.387406712765e+04 
       1.442817715067e-02       2.390666708773e+04 
       1.455847270835e-02       2.393733262982e+04 
       1.468880579867e-02       2.396609329129e+04 
       1.481917668108e-02       2.399298394941e+04 
       1.494958563631e-02       2.401800368852e+04 
       1.508003296621e-02       2.404119567471e+04 
       1.521051899363e-02       2.406257780228e+04 
       1.534104406228e-02       2.408216937983e+04 
       1.547160853667e-02       2.409999505389e+04 
       1.560221280200e-02       2.411608626363e+04 
       1.573285726417e-02       2.413044852368e+04 
       1.586354234971e-02       2.414312159385e+04 
       1.599426850583e-02       2.415412566816e+04 
       1.612503620040e-02       2.416346530114e+04 
       1.625584592199e-02       2.417117439610e+04 
       1.638669817998e-02       2.417728262751e+04 
       1.651759350460e-02       2.418180758788e+04 
       1.664853244702e-02       2.418474273250e+04 
       1.677951557950e-02       2.418614378642e+04 
       1.691054349552e-02       2.418603188782e+04 
       1.704161680992e-02       2.418441631858e+04 
       1.717273615906e-02       2.418130694771e+04 
       1.730390220106e-02       2.417674122936e+04 
       1.743511561595e-02       2.417073855974e+04 
       1.756637710592e-02       2.416331766451e+04 
       1.769768739557e-02       2.415448211955e+04 
