# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.358207514684e-10       4.142869998730e-15       3.536163107795e-13       0.000000000000e+00       8.275842693647e-09       4.388197610244e-10      -1.839500421194e-12 
    3       1.288710521478e-10       5.330866923761e-15       3.965490284322e-13       0.000000000000e+00       5.092944846656e-09       3.117269170997e-10      -1.396137780466e-12 
    4       1.221914829161e-10       4.633600587255e-15       3.706575553963e-13       0.000000000000e+00       3.538426756673e-09       2.362268785808e-10      -9.177421297581e-13 
    5       1.171699707230e-10       3.107012615164e-15       3.156942168528e-13       0.000000000000e+00       2.639871095629e-09       1.865816800577e-10      -5.139181330078e-13 
    6       1.137242487934e-10       1.743774887026e-15       2.543327166508e-13       0.000000000000e+00       2.061541800734e-09       1.517779731312e-10      -2.151902689529e-13 
    7       1.115412317093e-10       9.408045738589e-16       1.997028333704e-13       0.000000000000e+00       1.662931026325e-09       1.263250573134e-10      -2.346805742621e-14 
    8       1.102748709193e-10       6.026125333936e-16       1.576074995657e-13       0.000000000000e+00       1.374366582684e-09       1.070514621540e-10       7.557251809871e-14 
    9       1.097017683446e-10       4.817945932319e-16       1.293618983670e-13       0.000000000000e+00       1.157341877600e-09       9.200589990790e-11       1.046641237391e-13 
   10       1.096388095162e-10       4.110940882927e-16       1.136352126270e-13       0.000000000000e+00       9.891551941243e-10       8.002064476350e-11       8.919437336413e-14 
   11       1.099708187483e-10       3.458331124292e-16       1.078192922459e-13       0.000000000000e+00       8.328922350474e-10       7.067090961662e-11       5.293728763897e-14 
   12       1.106460206846e-10       3.006614811189e-16       1.089258483362e-13       0.000000000000e+00       7.276152462636e-10       6.261940086206e-11       1.359064982343e-14 
   13       1.115455000284e-10       2.873542101703e-16       1.142049207149e-13       0.000000000000e+00       6.412103588176e-10       5.595526645063e-11      -1.699845866208e-14 
   14       1.125928131817e-10       2.986680240152e-16       1.216005564754e-13       0.000000000000e+00       5.693291608211e-10       5.013143708953e-11      -3.409404491411e-14 
   15       1.138155431709e-10       3.227682006598e-16       1.298227400056e-13       0.000000000000e+00       5.088352713589e-10       4.523113129234e-11      -3.770234043512e-14 
   16       1.152214836695e-10       3.566828046326e-16       1.382050155302e-13       0.000000000000e+00       4.574102965380e-10       4.108220929597e-11      -3.155588526411e-14 
   17       1.166810168183e-10       4.055621328814e-16       1.465913972396e-13       0.000000000000e+00       4.133033371292e-10       3.750325710157e-11      -2.071752101183e-14 
   18       1.182421970815e-10       4.750246953050e-16       1.551200744269e-13       0.000000000000e+00       3.750256859275e-10       3.428791930259e-11      -1.016114404641e-14 
   19       1.199204755392e-10       5.657235567587e-16       1.639919910455e-13       0.000000000000e+00       3.419696497931e-10       3.143383852302e-11      -2.544422732443e-15 
