# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.412478519527e-10       4.151001203494e-15       3.804711210093e-13       2.271148504226e-19       8.262163988585e-09       4.246241564116e-10      -1.839863209045e-12 
    3       1.339290069882e-10       5.341566324105e-15       4.244359193858e-13       4.543231597505e-19       5.084563542089e-09       3.025069839485e-10      -1.396432730956e-12 
    4       1.267432974420e-10       4.643259389141e-15       3.951017745963e-13       7.574111042254e-19       3.532517816206e-09       2.294913027736e-10      -9.179261178650e-13 
    5       1.212277439729e-10       3.114083085538e-15       3.347827386983e-13       1.136498203902e-18       2.635388373227e-09       1.813167215031e-10      -5.140008082215e-13 
    6       1.173333461381e-10       1.748653903643e-15       2.677813604399e-13       1.591729599056e-18       2.057993672514e-09       1.474853746583e-10      -2.151969704403e-13 
    7       1.147487539049e-10       9.446636670715e-16       2.082213515408e-13       2.123273399003e-18       1.660031336496e-09       1.227210862716e-10      -2.342570492470e-14 
    8       1.131232066962e-10       6.064380366834e-16       1.623794902674e-13       2.731317680687e-18       1.371942743871e-09       1.039601301979e-10       7.563955800358e-14 
    9       1.122274896750e-10       4.860850900791e-16       1.316719874408e-13       3.416067224555e-18       1.155281983672e-09       8.931054748553e-11       1.047359489775e-13 
   10       1.118732975334e-10       4.160149069796e-16       1.146288871737e-13       4.177740081546e-18       9.873803145061e-10       7.763955951579e-11       8.925721538988e-14 
   11       1.119414488909e-10       3.514625209270e-16       1.083761059851e-13       5.016564068016e-18       8.314198530357e-10       6.854520229370e-11       5.298334582939e-14 
   12       1.123760398857e-10       3.071125196082e-16       1.096219346114e-13       5.932773285178e-18       7.263194939369e-10       6.070126754110e-11       1.361951454179e-14 
   13       1.130554205263e-10       2.947679371954e-16       1.153398716728e-13       6.926604755995e-18       6.400603020287e-10       5.421357823632e-11      -1.698384980236e-14 
   14       1.139022145705e-10       3.071716527252e-16       1.232631801360e-13       7.998295265832e-18       5.683009097799e-10       4.853838854584e-11      -3.408911781980e-14 
   15       1.149413277482e-10       3.324630677027e-16       1.319699600155e-13       9.148078483552e-18       5.079100342726e-10       4.376776433251e-11      -3.770234479791e-14 
   16       1.161779058567e-10       3.676620113233e-16       1.407340543959e-13       1.037618242780e-17       4.565730556234e-10       3.973236037661e-11      -3.155690689219e-14 
   17       1.174812973902e-10       4.179279166923e-16       1.493942371730e-13       1.168282732913e-17       4.125419354190e-10       3.625323548113e-11      -2.071708900784e-14 
   18       1.188978963410e-10       4.888904909660e-16       1.581167896712e-13       1.306822375257e-17       3.743304222368e-10       3.312581492090e-11      -1.015845290028e-14 
   19       1.204429325322e-10       5.812042637009e-16       1.671349527250e-13       1.453257219392e-17       3.413317542114e-10       3.034897539588e-11      -2.539681751851e-15 
   20       1.220453529497e-10       6.931637722068e-16       1.766657899044e-13       1.607606037859e-17       3.122721777690e-10       2.792697140440e-11       3.741544346929e-16 
   21       1.237190879128e-10       8.239461065572e-16       1.867112639455e-13       1.769886555185e-17       2.866944057745e-10       2.582355421024e-11      -9.447749470942e-16 
   22       1.254711894725e-10       9.727487171480e-16       1.971248165311e-13       1.940115152461e-17       2.639858532450e-10       2.395051121025e-11      -4.864935594173e-15 
   23       1.272895277111e-10       1.139905830102e-15       2.075840219956e-13       2.118307236382e-17       2.438335606779e-10       2.226317087563e-11      -9.703534521669e-15 
   24       1.291384990449e-10       1.325905531214e-15       2.176606946771e-13       2.304476938582e-17       2.257708356191e-10       2.071457849047e-11      -1.363245281317e-14 
   25       1.310374961351e-10       1.530777394628e-15       2.270347581198e-13       2.498637649730e-17       2.095849802402e-10       1.930986629697e-11      -1.577656302231e-14 
   26       1.330041523635e-10       1.754619334315e-15       2.354256095386e-13       2.700801656647e-17       1.949829128379e-10       1.805456051195e-11      -1.571335268259e-14 
   27       1.350259213826e-10       1.999295841263e-15       2.427307510636e-13       2.910980658342e-17       1.817891481372e-10       1.692854466345e-11      -1.394302411663e-14 
   28       1.370727144650e-10       2.267226013996e-15       2.489289290339e-13       3.129185518422e-17       1.697757951354e-10       1.589666186397e-11      -1.136131539339e-14 
   29       1.391514962458e-10       2.559919383219e-15       2.540702443348e-13       3.355427118350e-17       1.588812397555e-10       1.495161356473e-11      -8.664634592112e-15 
   30       1.412697819746e-10       2.878618044944e-15       2.582608620435e-13       3.589715641628e-17       1.489882124449e-10       1.408585629539e-11      -6.624139762604e-15 
   31       1.434243879534e-10       3.224499859704e-15       2.616167648468e-13       3.832060573443e-17       1.398945820435e-10       1.328491452690e-11      -5.961048505243e-15 
   32       1.456174956496e-10       3.598458026969e-15       2.641190154583e-13       4.082471793910e-17       1.315532853110e-10       1.254643295418e-11      -6.491503824573e-15 
   33       1.478438687645e-10       4.001224679211e-15       2.657045079184e-13       4.340958869617e-17       1.239052890164e-10       1.186683511183e-11      -7.647838640319e-15 
   34       1.500921953834e-10       4.433479668610e-15       2.662914460799e-13       4.607530927550e-17       1.168434932662e-10       1.123836987206e-11      -8.802866423153e-15 
   35       1.523693864113e-10       4.896065174695e-15       2.657410383420e-13       4.882197222016e-17       1.103316762176e-10       1.065841305616e-11      -9.677278306832e-15 
   36       1.546831439568e-10       5.389837308773e-15       2.638795679071e-13       5.164966774830e-17       1.043174957091e-10       1.012257104157e-11      -1.006621276577e-14 
   37       1.570357573032e-10       5.915618795207e-15       2.605417192747e-13       5.455848202616e-17       9.872256154055e-11       9.624049166121e-12      -9.805139146910e-15 
   38       1.594274561666e-10       6.474243084158e-15       2.556912944323e-13       5.754849605011e-17       9.353236328459e-11       9.161367770279e-12      -9.028214067803e-15 
   39       1.618529351137e-10       7.066519839315e-15       2.493404090215e-13       6.061978651971e-17       8.873038757021e-11       8.732679087046e-12      -7.998775149611e-15 
   40       1.642995666663e-10       7.693219868592e-15       2.415185218694e-13       6.377242621846e-17       8.427076534735e-11       8.333397573492e-12      -7.045639799716e-15 
   41       1.667531867859e-10       8.355065075064e-15       2.322608917710e-13       6.700648143437e-17       8.009424173435e-11       7.957787336012e-12      -6.481003815958e-15 
   42       1.692193853856e-10       9.052700531689e-15       2.215668969247e-13       7.032200306161e-17       7.618849279687e-11       7.604916588730e-12      -6.311780585688e-15 
   43       1.717079780533e-10       9.786709005526e-15       2.094299195853e-13       7.371903270728e-17       7.254313452558e-11       7.274241999683e-12      -6.441443595373e-15 
   44       1.742268802414e-10       1.055761464156e-14       1.958489550087e-13       7.719760496635e-17       6.913162441379e-11       6.963841267028e-12      -6.746608426282e-15 
   45       1.767814879213e-10       1.136589176459e-14       1.808176176384e-13       8.075774383283e-17       6.592073669976e-11       6.671162670230e-12      -7.101464235982e-15 
   46       1.793731865087e-10       1.221200169656e-14       1.642868111488e-13       8.439945094000e-17       6.290539702498e-11       6.395804712666e-12      -7.463773118591e-15 
   47       1.819999718932e-10       1.309636169568e-14       1.461912080049e-13       8.812271359798e-17       6.008207407778e-11       6.137377080919e-12      -7.811697414244e-15 
   48       1.846565179660e-10       1.401933168388e-14       1.264590069757e-13       9.192750764306e-17       5.743827311390e-11       5.894650603877e-12      -8.119719338611e-15 
   49       1.873339058962e-10       1.498121184492e-14       1.050114716179e-13       9.581379711664e-17       5.495186951281e-11       5.665494933914e-12      -8.358450363577e-15 
   50       1.900231164511e-10       1.598222859807e-14       8.177717459799e-14       9.978153366115e-17       5.259776811956e-11       5.447528949465e-12      -8.505363735151e-15 
