# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       8.980856820338e+13       9.372928398381e-26       5.162291927263e-09       1.739885157276e+22       1.410655745554e+04       1.570736260219e-10       1.266889727360e+18       2.980139283778e-09       1.789935636409e+44       1.802864089058e+33       9.768199746127e+33       4.117293312247e+43       1.372431104082e+43       3.443516008292e-08       8.255353927589e+43       3.027200360509e+44       3.027200360509e+44       1.009066786798e+44      -7.819567153430e+52       6.573547721197e-06       1.646118170433e+00 
       8.884838741853e+13       9.576608763369e-26       5.216861609370e-09       1.702880364390e+22       1.410655745554e+04       1.587711140900e-10       1.253344881951e+18       3.012345523746e-09       1.714606728540e+44       1.745654611176e+33       9.458229842841e+33       3.944018250127e+43       1.314672750042e+43       3.443516008292e-08       7.907929817586e+43       2.899801535423e+44       2.899801535423e+44       9.666005117705e+43      -7.410399128344e+52       6.689860675708e-06       1.617498012609e+00 
       8.789847232612e+13       9.784715248457e-26       5.273250280879e-09       1.666662608907e+22       1.410655745554e+04       1.604869468402e-10       1.239944850122e+18       3.044899815212e-09       1.642448015311e+44       1.690260536007e+33       9.158096075531e+33       3.778035417361e+43       1.259345139120e+43       3.443516008292e-08       7.575126947723e+43       2.777764251928e+44       2.777764251928e+44       9.259214172730e+43      -7.022641300200e+52       6.806173630214e-06       1.589856053482e+00 
       8.695871317136e+13       9.997344034293e-26       5.331457941793e-09       1.631215151702e+22       1.410655745554e+04       1.622213225228e-10       1.226688083611e+18       3.077805919538e-09       1.573326080025e+44       1.636624256192e+33       8.867486318503e+33       3.619037922651e+43       1.206345974217e+43       3.443516008292e-08       7.256329987465e+43       2.660862871141e+44       2.660862871141e+44       8.869542903455e+43      -6.655173355325e+52       6.922486584716e-06       1.563142985411e+00 
       8.602900137289e+13       1.021459339078e-25       5.387846613303e-09       1.596521609666e+22       1.410655745554e+04       1.639744415304e-10       1.213573050709e+18       3.111067638721e-09       1.507113120788e+44       1.584689992398e+33       8.586098350610e+33       3.466731790125e+43       1.155577263375e+43       3.443516008292e-08       6.950949502280e+43       2.548881250130e+44       2.548881250130e+44       8.496270833427e+43      -6.306933601772e+52       7.038799539213e-06       1.537312759907e+00 
       8.510922951025e+13       1.043656372587e-25       5.446054274216e-09       1.562565948134e+22       1.410655745554e+04       1.657465064214e-10       1.200598236083e+18       3.144688815873e-09       1.443686714209e+44       1.534403735314e+33       8.313639540951e+33       3.320835415801e+43       1.106945138600e+43       3.443516008292e-08       6.658420863813e+43       2.441612342269e+44       2.441612342269e+44       8.138707807234e+43      -5.976915901873e+52       7.155112493704e-06       1.512322322709e+00 
       8.419929131143e+13       1.066335763339e-25       5.506080924533e-09       1.529332473476e+22       1.410655745554e+04       1.675377219430e-10       1.187762140600e+18       3.178673335672e-09       1.382929589050e+44       1.485713189482e+33       8.049826544550e+33       3.181079046913e+43       1.060359682304e+43       3.443516008292e-08       6.378203205924e+43       2.338857814429e+44       2.338857814429e+44       7.796192714447e+43      -5.664166765292e+52       7.271425448189e-06       1.488131374309e+00 
       8.329908164066e+13       1.089507992632e-25       5.564288585447e-09       1.496805825842e+22       1.410655745554e+04       1.693482950555e-10       1.175063281157e+18       3.213025124684e-09       1.324729409399e+44       1.438567718911e+33       7.794385007692e+33       3.047204283164e+43       1.015734761055e+43       3.443516008292e-08       6.109778424665e+43       2.240427680274e+44       2.240427680274e+44       7.468092267272e+43      -5.367782594194e+52       7.387738402667e-06       1.464702153154e+00 
       8.240849648618e+13       1.113183770571e-25       5.626134225167e-09       1.464970972062e+22       1.410655745554e+04       1.711784349555e-10       1.162500190507e+18       3.247748152008e-09       1.268978566965e+44       1.392918294423e+33       7.547049282605e+33       2.918963598953e+43       9.729878663178e+42       3.443516008292e-08       5.852650220336e+43       2.146139948983e+44       2.146139948983e+44       7.153799829646e+43      -5.086907072563e+52       7.504051357144e-06       1.441999238858e+00 
       8.152743294829e+13       1.137374039737e-25       5.686160875484e-09       1.433813198700e+22       1.410655745554e+04       1.730283531003e-10       1.150071417087e+18       3.282846429608e-09       1.215573982121e+44       1.348717442656e+33       7.307562151196e+33       2.796119885723e+43       9.320399619077e+42       3.443516008292e-08       5.606343179863e+43       2.055820288766e+44       2.055820288766e+44       6.852734295599e+43      -4.820728692119e+52       7.620364311620e-06       1.419989373603e+00 
       8.065578922741e+13       1.162089980541e-25       5.748006515205e-09       1.403318105255e+22       1.410655745554e+04       1.748982632327e-10       1.137775524858e+18       3.318324012822e-09       1.164416913316e+44       1.305919196702e+33       7.075674557562e+33       2.678446013557e+43       8.928153378525e+42       3.443516008292e-08       5.370401897791e+43       1.969301704535e+44       1.969301704535e+44       6.564339014838e+43      -4.568478407707e+52       7.736677266097e-06       1.398641299539e+00 
       7.979346461238e+13       1.187343016293e-25       5.809852154925e-09       1.373471597500e+22       1.410655745554e+04       1.767883814052e-10       1.125611093131e+18       3.354185000793e-09       1.115412774508e+44       1.264479048300e+33       6.851145348978e+33       2.565724411236e+43       8.552414704119e+42       3.443516008292e-08       5.144390134267e+43       1.886424229139e+44       1.886424229139e+44       6.288080763527e+43      -4.329427415363e+52       7.852990220575e-06       1.377925610716e+00 
       7.894035946874e+13       1.213144818458e-25       5.871697794646e-09       1.344259880975e+22       1.410655745554e+04       1.786989260053e-10       1.113576716406e+18       3.390433536965e-09       1.068470960278e+44       1.224353901549e+33       6.633741025109e+33       2.457746663958e+43       8.192488879858e+42       3.443516008292e-08       4.927890008460e+43       1.807034627599e+44       1.807034627599e+44       6.023448758400e+43      -4.102885046644e+52       7.969303175053e-06       1.357814617910e+00 
       7.809637522728e+13       1.239507311978e-25       5.935362423770e-09       1.315669454605e+22       1.410655745554e+04       1.806301177805e-10       1.101671004213e+18       3.427073809542e-09       1.023504678312e+44       1.185502028090e+33       6.423235495183e+33       2.354313127997e+43       7.847710426656e+42       3.443516008292e-08       4.720501225932e+43       1.730986113781e+44       1.730986113781e+44       5.769953712350e+43      -3.888196773144e+52       8.085616129533e-06       1.338282225163e+00 
       7.726141437266e+13       1.266442681188e-25       6.000846042298e-09       1.287687104465e+22       1.410655745554e+04       1.825821798640e-10       1.089892580944e+18       3.464110052008e-09       9.804307889229e+43       1.147883023715e+33       6.219409842865e+33       2.255232561575e+43       7.517441871915e+42       3.443516008292e-08       4.521840338516e+43       1.658138079006e+44       1.658138079006e+44       5.527126929773e+43      -3.684742315424e+52       8.201929084013e-06       1.319303816799e+00 
       7.643538043208e+13       1.293963374863e-25       6.064510671422e-09       1.260299897669e+22       1.410655745554e+04       1.845553378003e-10       1.078240085701e+18       3.501546543579e-09       9.391696513329e+43       1.111457766340e+33       6.022052098594e+33       2.160321771265e+43       7.201072570883e+42       3.443516008292e-08       4.331540035348e+43       1.588355832065e+44       1.588355832065e+44       5.294519439981e+43      -3.491933850893e+52       8.318242038493e-06       1.300856153933e+00 
       7.561817796419e+13       1.322082112625e-25       6.129994289950e-09       1.233495176396e+22       1.410655745554e+04       1.865498195714e-10       1.066712172135e+18       3.539387609735e-09       8.996449764228e+43       1.076188375327e+33       5.830957019142e+33       2.069405273283e+43       6.898017577609e+42       3.443516008292e-08       4.149248463730e+43       1.521510350193e+44       1.521510350193e+44       5.071701167080e+43      -3.309214315468e+52       8.434554992973e-06       1.282917279540e+00 
       7.480971254804e+13       1.350811890713e-25       6.197296897881e-09       1.207260552037e+22       1.410655745554e+04       1.885658556230e-10       1.055307508291e+18       3.577637622710e-09       8.617836856782e+43       1.042038172087e+33       5.645925874175e+33       1.982314969025e+43       6.607716563418e+42       3.443516008292e-08       3.974628578582e+43       1.457478040506e+44       1.457478040506e+44       4.858260134796e+43      -3.136055794097e+52       8.550867947453e-06       1.265466431285e+00 
       7.400989077217e+13       1.380165987224e-25       6.262780516408e-09       1.181583899472e+22       1.410655745554e+04       1.906036788915e-10       1.044024776456e+18       3.616301001968e-09       8.255157760722e+43       1.008971641936e+33       5.466766239579e+33       1.898889834271e+43       6.329632780902e+42       3.443516008292e-08       3.807357519265e+43       1.396140511490e+44       1.396140511490e+44       4.653801704752e+43      -2.971957995504e+52       8.667180901934e-06       1.248483961328e+00 
       7.321862022383e+13       1.410157969228e-25       6.331902113743e-09       1.156453351461e+22       1.410655745554e+04       1.926635248303e-10       1.032862673002e+18       3.655382214751e-09       7.907741906343e+43       9.769543971625e+32       5.293291797347e+33       1.818975621452e+43       6.063252071506e+42       3.443516008292e-08       3.647126012634e+43       1.337384354106e+44       1.337384354106e+44       4.457947846810e+43      -2.816446806739e+52       8.783493856417e-06       1.231951262567e+00 
       7.243580947828e+13       1.440801698467e-25       6.399204721674e-09       1.131857293167e+22       1.410655745554e+04       1.947456314375e-10       1.021819908244e+18       3.694885776569e-09       7.574946944669e+43       9.459531412634e+32       5.125322141819e+33       1.742424574465e+43       5.808081914885e+42       3.443516008292e-08       3.493637801211e+43       1.281100932095e+44       1.281100932095e+44       4.270336440115e+43      -2.669072923370e+52       8.899806810899e-06       1.215850700615e+00 
       7.166136808825e+13       1.472111337406e-25       6.468326319009e-09       1.107784356781e+22       1.410655745554e+04       1.968502392832e-10       1.010895206279e+18       3.734816251713e-09       7.256157559786e+43       9.159356343193e+32       4.962682592066e+33       1.669095155480e+43       5.563650518266e+42       3.443516008292e-08       3.346609095428e+43       1.227186181128e+44       1.227186181128e+44       4.090620603564e+43      -2.529410551344e+52       9.016119765381e-06       1.200165551047e+00 
       7.089520657347e+13       1.504101357394e-25       6.539266905747e-09       1.084223416270e+22       1.410655745554e+04       1.989775915374e-10       1.000087304851e+18       3.775178253845e-09       6.950784331169e+43       8.868706594657e+32       4.805204010230e+33       1.598851783241e+43       5.329505944135e+42       3.443516008292e-08       3.205768048914e+43       1.175540416389e+44       1.175540416389e+44       3.918468054441e+43      -2.397056176784e+52       9.132432719864e-06       1.184879941484e+00 
       7.013723641037e+13       1.536786542550e-25       6.610207492486e-09       1.061163582238e+22       1.410655745554e+04       2.011279339978e-10       9.893949551953e+17       3.815976446412e-09       6.658262643878e+43       8.587279904288e+32       4.652722625632e+33       1.531564582390e+43       5.105215274633e+42       3.443516008292e-08       3.070854255873e+43       1.126068148269e+44       1.126068148269e+44       3.753560494047e+43      -2.271627400148e+52       9.248745674348e-06       1.169978797974e+00 
       6.938737002177e+13       1.570182000424e-25       6.681148079224e-09       1.038594196889e+22       1.410655745554e+04       2.033015151188e-10       9.788169219006e+17       3.857215543355e-09       6.378051644628e+43       8.314783600915e+32       4.505079864451e+33       1.467109143336e+43       4.890363811120e+42       3.443516008292e-08       2.941618269608e+43       1.078677905811e+44       1.078677905811e+44       3.595593019191e+43      -2.152761831401e+52       9.365058628834e-06       1.155447795457e+00 
       6.864552076686e+13       1.604303164492e-25       6.753907655366e-09       1.016504829100e+22       1.410655745554e+04       2.054985860395e-10       9.683519827629e+17       3.898900309454e-09       6.109633241781e+43       8.050934300573e+32       4.362122184820e+33       1.405366292227e+43       4.684554307425e+42       3.443516008292e-08       2.817821141314e+43       1.033282067584e+44       1.033282067584e+44       3.444273558441e+43      -2.040116042990e+52       9.481371583322e-06       1.141273311780e+00 
       6.791160293113e+13       1.639165806157e-25       6.826667231508e-09       9.948852696072e+21       1.410655745554e+04       2.077194006132e-10       9.579989286454e+17       3.941035561091e-09       5.852511147430e+43       7.795457611790e+32       4.223700917146e+33       1.346221870609e+43       4.487406235363e+42       3.443516008292e-08       2.699233978274e+43       9.897966996813e+43       9.897966996813e+43       3.299322332104e+43      -1.933364577611e+52       9.597684537811e-06       1.127442385157e+00 
       6.718553171646e+13       1.674786037082e-25       6.899426807649e-09       9.737255262796e+21       1.410655745553e+04       2.099642154366e-10       9.477565633389e+17       3.983626166596e-09       5.606209959800e+43       7.548087850237e+32       4.089672109503e+33       1.289566524349e+43       4.298555081164e+42       3.443516008292e-08       2.585637520652e+43       9.481414005285e+43       9.481414005285e+43       3.160471334934e+43      -1.832199007898e+52       9.713997492302e-06       1.113942674577e+00 
       6.646722323137e+13       1.711180321199e-25       6.974005373195e-09       9.530158195054e+21       1.410655745553e+04       2.122332898793e-10       9.376237034232e+17       4.026677046998e-09       5.370274284254e+43       7.308567762427e+32       3.959896377924e+33       1.235295501454e+43       4.117651671514e+42       3.443516008292e-08       2.476821736098e+43       9.082391522275e+43       9.082391522275e+43       3.027463840602e+43      -1.736327045305e+52       9.830310446796e-06       1.100762423135e+00 
