# Matter power spectrum P(k) at redshift z=0
# for k=1.04215e-05 to 532.468 h/Mpc,
# number of wavenumbers equal to 630
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.042149698131e-05       4.819958410561e+01 
       2.325062060989e-05       1.046433405927e+02 
       3.612453481925e-05       1.601675117370e+02 
       4.907759925718e-05       2.153406057346e+02 
       6.214473767189e-05       2.704900803862e+02 
       7.536174682603e-05       3.258636751611e+02 
       8.876561521661e-05       3.816747347115e+02 
       1.023948558084e-04       4.381208143493e+02 
       1.162898570210e-04       4.953932661251e+02 
       1.304932562420e-04       5.536830637847e+02 
       1.450503401482e-04       6.131848806827e+02 
       1.600094760593e-04       6.741002844780e+02 
       1.754225783828e-04       7.366404774432e+02 
       1.913456138585e-04       8.010288088574e+02 
       2.078391486848e-04       8.675032252382e+02 
       2.249689395889e-04       9.363186257934e+02 
       2.428065693168e-04       1.007749355217e+03 
       2.614301246689e-04       1.082091573205e+03 
       2.809249118275e-04       1.159665766367e+03 
       3.013841990013e-04       1.240819145364e+03 
       3.229099699852e-04       1.325927997356e+03 
       3.456136637143e-04       1.415399765450e+03 
       3.696168639134e-04       1.509674822770e+03 
       3.950518892408e-04       1.609227636167e+03 
       4.220622179073e-04       1.714567087515e+03 
       4.508026620647e-04       1.826235624238e+03 
       4.814391875393e-04       1.944806812934e+03 
       5.141482560741e-04       2.070880854960e+03 
       5.491155539488e-04       2.205077576823e+03 
       5.865339681586e-04       2.348026329596e+03 
       6.266006862555e-04       2.500352791491e+03 
       6.695133361524e-04       2.662661846481e+03 
       7.154651541359e-04       2.835517372474e+03 
       7.646392754042e-04       3.019419060114e+03 
       8.172023762932e-04       3.214777600932e+03 
       8.732980448414e-04       3.421889722655e+03 
       9.330403889398e-04       3.640915407023e+03 
       9.965084739423e-04       3.871859466193e+03 
       1.063742180832e-03       4.114559752513e+03 
       1.134739972529e-03       4.368683768810e+03 
       1.209458855416e-03       4.633734732955e+03 
       1.287816559824e-03       4.909066251249e+03 
       1.369695691674e-03       5.193904987945e+03 
       1.454949385959e-03       5.487378288535e+03 
       1.543407863884e-03       5.788544796801e+03 
