# Matter power spectrum P(k) at redshift z=0
# for k=1.03549e-05 to 106.328 h/Mpc,
# number of wavenumbers equal to 624
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.035488692387e-05       4.914259106210e+01 
       2.308264067791e-05       1.066042319848e+02 
       3.585417410216e-05       1.631277014010e+02 
       4.870303594847e-05       2.192889702263e+02 
       6.166331751335e-05       2.754189677673e+02 
       7.476994945973e-05       3.317674775375e+02 
       8.805900792358e-05       3.885491665990e+02 
       1.015680338877e-04       4.459624744005e+02 
       1.153363698353e-04       5.041993039431e+02 
       1.294055177302e-04       5.634509198371e+02 
       1.438195223777e-04       6.239120226561e+02 
       1.586253841768e-04       6.857839829590e+02 
       1.738735051247e-04       7.492775091698e+02 
       1.896181716222e-04       8.146152050485e+02 
       2.059180770657e-04       8.820339330743e+02 
       2.228368862932e-04       9.517872201946e+02 
       2.404438425165e-04       1.024147582582e+03 
       2.588144152526e-04       1.099409006968e+03 
       2.780309847096e-04       1.177889389272e+03 
       2.981835538093e-04       1.259932710945e+03 
       3.193704732119e-04       1.345911783819e+03 
       3.416991569791e-04       1.436229982686e+03 
       3.652867565319e-04       1.531323206311e+03 
       3.902607480642e-04       1.631661120999e+03 
       4.167593735057e-04       1.737747648737e+03 
       4.449318578445e-04       1.850120367000e+03 
       4.749383070971e-04       1.969348384739e+03 
       5.069491734389e-04       2.096028365918e+03 
       5.411441602289e-04       2.230778121535e+03 
       5.777104346852e-04       2.374227395460e+03 
       6.168400260434e-04       2.527005367705e+03 
       6.587263192523e-04       2.689724828575e+03 
       7.035596150719e-04       2.862962651792e+03 
       7.515218201471e-04       3.047237748281e+03 
       8.027804522060e-04       3.242986721792e+03 
       8.574822835040e-04       3.450539088153e+03 
       9.157470768725e-04       3.670094262694e+03 
       9.776619618051e-04       3.901701260553e+03 
       1.043277020463e-03       4.145246099468e+03 
       1.112602582760e-03       4.400445222214e+03 
       1.185608564165e-03       4.666848910781e+03 
       1.262225944140e-03       4.943853609825e+03 
       1.342350223914e-03       5.230711169146e+03 
       1.425846474454e-03       5.526555074281e+03 
       1.512555434626e-03       5.830489414643e+03 
       1.602300067940e-03       6.141540999441e+03 
       1.694892029267e-03       6.458717218822e+03 
       1.790137604399e-03       6.781030376886e+03 
       1.887842830159e-03       7.107518961606e+03 
       1.987817648045e-03       7.437263665538e+03 
       2.089879067026e-03       7.769399344663e+03 
       2.193853399975e-03       8.103123198345e+03 
       2.299577692165e-03       8.437698558291e+03 
       2.406900484445e-03       8.772454653382e+03 
       2.515682056044e-03       9.106787993889e+03 
       2.625794280450e-03       9.440158143174e+03 
       2.737120209046e-03       9.772084354532e+03 
       2.849553476045e-03       1.010214145188e+04 
       2.962997597707e-03       1.042995499473e+04 
       3.077365220579e-03       1.075519847820e+04 
       3.192577358235e-03       1.107758439557e+04 
       3.308562643747e-03       1.139686509345e+04 
       3.425256615711e-03       1.171282559458e+04 
       3.542601048588e-03       1.202528250936e+04 
       3.660543333007e-03       1.233407514680e+04 
       3.779035908091e-03       1.263907186869e+04 
       3.898035745411e-03       1.294015682458e+04 
       4.017503882613e-03       1.323723807416e+04 
       4.137405003782e-03       1.353023569902e+04 
       4.257707063113e-03       1.381908468411e+04 
       4.378380948223e-03       1.410373901459e+04 
       4.499400179457e-03       1.438415396396e+04 
       4.620740641622e-03       1.466030571283e+04 
       4.742380344845e-03       1.493213860830e+04 
       4.864299211435e-03       1.519970502868e+04 
       4.986478885920e-03       1.546296897418e+04 
       5.108902565722e-03       1.572188163970e+04 
       5.231554850121e-03       1.597657345319e+04 
