# Matter power spectrum P(k) at redshift z=0
# for k=1.04215e-05 to 532.468 h/Mpc,
# number of wavenumbers equal to 630
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.042149698131e-05       4.836019447538e+01 
       2.325062060989e-05       1.049920211011e+02 
       3.612453481925e-05       1.607011727034e+02 
       4.907759925718e-05       2.160580379018e+02 
       6.214473767189e-05       2.713911509332e+02 
       7.536174682603e-05       3.269490617487e+02 
       8.876561521661e-05       3.829458088889e+02 
       1.023948558084e-04       4.395795877110e+02 
       1.162898570210e-04       4.970423677716e+02 
       1.304932562420e-04       5.555257359646e+02 
       1.450503401482e-04       6.152249890080e+02 
       1.600094760593e-04       6.763423367491e+02 
       1.754225783828e-04       7.390896522254e+02 
       1.913456138585e-04       8.036909908582e+02 
       2.078391486848e-04       8.703850487874e+02 
       2.249689395889e-04       9.394275252461e+02 
       2.428065693168e-04       1.011093622947e+03 
       2.614301246689e-04       1.085680424722e+03 
       2.809249118275e-04       1.163509413434e+03 
       3.013841990013e-04       1.244928876867e+03 
       3.229099699852e-04       1.330316267825e+03 
       3.456136637143e-04       1.420080292324e+03 
       3.696168639134e-04       1.514662691340e+03 
       3.950518892408e-04       1.614539411242e+03 
       4.220622179073e-04       1.720220934778e+03 
       4.508026620647e-04       1.832251437517e+03 
       4.814391875393e-04       1.951206348752e+03 
       5.141482560741e-04       2.077687873209e+03 
       5.491155539488e-04       2.212317989182e+03 
       5.865339681586e-04       2.355728352167e+03 
       6.266006862555e-04       2.508547100165e+03 
       6.695133361524e-04       2.671381746355e+03 
       7.154651541359e-04       2.844798953407e+03 
       7.646392754042e-04       3.029301356442e+03 
       8.172023762932e-04       3.225302723664e+03 
       8.732980448414e-04       3.433102959319e+03 
       9.330403889398e-04       3.652865262228e+03 
       9.965084739423e-04       3.884597581062e+03 
       1.063742180832e-03       4.128140714917e+03 
       1.134739972529e-03       4.383164746260e+03 
       1.209458855416e-03       4.649174913954e+03 
       1.287816559824e-03       4.925526114461e+03 
       1.369695691674e-03       5.211445396687e+03 
       1.454949385959e-03       5.506059468428e+03 
       1.543407863884e-03       5.808425260337e+03 
       1.634885274342e-03       6.117559476927e+03 
       1.729186273401e-03       6.432467338782e+03 
       1.826111930002e-03       6.752166451051e+03 
       1.925464703578e-03       7.075706686115e+03 
       2.027052387522e-03       7.402185157183e+03 
       2.130691030771e-03       7.730757366828e+03 
       2.236206930488e-03       8.060643403604e+03 
       2.343437833630e-03       8.391130927858e+03 
       2.452233501057e-03       8.721576473836e+03 
       2.562455783743e-03       9.051400140918e+03 
       2.673978344616e-03       9.380088500726e+03 
       2.786686138124e-03       9.707183629145e+03 
       2.900474737068e-03       1.003228254091e+04 
       3.015249575267e-03       1.035503294330e+04 
       3.130925156547e-03       1.067512465256e+04 
       3.247424265658e-03       1.099228807714e+04 
       3.364677205144e-03       1.130628961186e+04 
       3.482621073301e-03       1.161692632136e+04 
       3.601199091875e-03       1.192402477043e+04 
       3.720359987517e-03       1.222743660886e+04 
       3.840057427807e-03       1.252703505045e+04 
       3.960249510522e-03       1.282271528935e+04 
       4.080898303526e-03       1.311438984850e+04 
       4.201969431853e-03       1.340198685907e+04 
       4.323431708215e-03       1.368544738563e+04 
       4.445256803049e-03       1.396472789760e+04 
       4.567418950277e-03       1.423979632802e+04 
       4.689894685170e-03       1.451062405166e+04 
       4.812662610904e-03       1.477717247057e+04 
       4.935703190703e-03       1.503947736277e+04 
       5.058998562741e-03       1.529753858742e+04 
       5.182532375239e-03       1.555127610645e+04 
       5.306289639479e-03       1.580080137958e+04 
       5.430256598689e-03       1.604605092346e+04 
       5.554420610990e-03       1.628708223469e+04 
       5.678770044801e-03       1.652392706539e+04 
       5.803294185276e-03       1.675656032378e+04 
       5.927983150523e-03       1.698501808839e+04 
       6.052827816496e-03       1.720930447659e+04 
       6.177819749588e-03       1.742947111657e+04 
       6.302951146054e-03       1.764556264705e+04 
       6.428214777522e-03       1.785759760569e+04 
       6.553603941900e-03       1.806561208878e+04 
       6.679112419112e-03       1.826962412041e+04 
       6.804734431118e-03       1.846970456158e+04 
       6.930464605781e-03       1.866586029435e+04 
       7.056297944151e-03       1.885812426368e+04 
       7.182229790823e-03       1.904653879480e+04 
       7.308255807035e-03       1.923114415812e+04 
       7.434371946239e-03       1.941199239219e+04 
       7.560574431873e-03       1.958909880124e+04 
       7.686859737135e-03       1.976250121294e+04 
       7.813224566536e-03       1.993225420388e+04 
       7.939665839073e-03       2.009838790738e+04 
       8.066180672859e-03       2.026093485751e+04 
       8.192766371059e-03       2.041993596955e+04 
       8.319420409026e-03       2.057543032942e+04 
       8.446140422510e-03       2.072747987962e+04 
       8.572924196839e-03       2.087609463017e+04 
       8.699769656992e-03       2.102131115465e+04 
       8.826674858470e-03       2.116319156905e+04 
       8.953637978909e-03       2.130175371417e+04 
       9.080657310349e-03       2.143703787065e+04 
       9.207731252114e-03       2.156908239788e+04 
       9.334858304253e-03       2.169793258448e+04 
       9.462037061473e-03       2.182360984824e+04 
       9.589266207552e-03       2.194615724133e+04 
       9.716544510162e-03       2.206561349020e+04 
       9.843870816089e-03       2.218200286816e+04 
       9.971244046803e-03       2.229537056852e+04 
       1.009866319436e-02       2.240574517641e+04 
       1.022612731761e-02       2.251315730412e+04 
       1.035363553867e-02       2.261765603476e+04 
       1.048118703963e-02       2.271926051808e+04 
       1.060878105957e-02       2.281800878779e+04 
       1.073641689171e-02       2.291393506734e+04 
       1.086409388080e-02       2.300706767657e+04 
       1.099181142071e-02       2.309745586643e+04 
       1.111956895212e-02       2.318510694901e+04 
       1.124736596047e-02       2.327007158632e+04 
       1.137520197399e-02       2.335236620509e+04 
       1.150307656187e-02       2.343203498795e+04 
       1.163098933259e-02       2.350910005335e+04 
       1.175893993231e-02       2.358359870981e+04 
       1.188692804345e-02       2.365555448642e+04 
       1.201495338333e-02       2.372500678185e+04 
       1.214301570284e-02       2.379197509687e+04 
       1.227111478534e-02       2.385650334644e+04 
       1.239925044553e-02       2.391860723900e+04 
       1.252742252843e-02       2.397832140304e+04 
       1.265563090845e-02       2.403567712893e+04 
       1.278387548852e-02       2.409070422381e+04 
       1.291215619925e-02       2.414342757652e+04 
       1.304047299820e-02       2.419387546003e+04 
       1.316882586921e-02       2.424207656076e+04 
       1.329721482171e-02       2.428805740410e+04 
       1.342563989016e-02       2.433183248511e+04 
       1.355410113349e-02       2.437345094260e+04 
       1.368259863463e-02       2.441292913878e+04 
       1.381113250001e-02       2.445029725692e+04 
       1.393970285918e-02       2.448557675819e+04 
       1.406830986443e-02       2.451879381778e+04 
       1.419695369042e-02       2.454997758966e+04 
       1.432563453390e-02       2.457915470223e+04 
       1.445435261340e-02       2.460634237145e+04 
       1.458310816904e-02       2.463156720842e+04 
       1.471190146228e-02       2.465487438619e+04 
       1.484073277571e-02       2.467626217651e+04 
       1.496960241295e-02       2.469576545052e+04 
       1.509851069848e-02       2.471341192821e+04 
       1.522745797755e-02       2.472921895579e+04 
       1.535644461605e-02       2.474322332689e+04 
       1.548547100054e-02       2.475543931879e+04 
       1.561453753811e-02       2.476588698105e+04 
       1.574364465646e-02       2.477460041656e+04 
