# Matter power spectrum P(k) at redshift z=0
# for k=1.04191e-05 to 105.491 h/Mpc,
# number of wavenumbers equal to 622
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.041908238072e-05       4.834376441125e+01 
       2.329572348464e-05       1.051765513032e+02 
       3.621754458150e-05       1.610821338472e+02 
       4.921928940620e-05       2.166353627151e+02 
       6.233627533281e-05       2.721673682264e+02 
       7.560470807967e-05       3.279288171691e+02 
       8.906200646242e-05       3.841357298962e+02 
       1.027471415118e-04       4.409882630442e+02 
       1.167009943063e-04       4.986804164981e+02 
       1.309667369033e-04       5.574058489417e+02 
       1.455902407580e-04       6.173621914435e+02 
       1.606205169619e-04       6.787540997757e+02 
       1.761101924539e-04       7.417961388007e+02 
       1.921160259885e-04       8.067153233326e+02 
       2.086994669931e-04       8.737536553640e+02 
       2.259272593700e-04       9.431703674093e+02 
       2.438720906428e-04       1.015244740016e+03 
       2.626132843830e-04       1.090278290764e+03 
       2.822375303123e-04       1.168597457187e+03 
       3.028396415366e-04       1.250555864787e+03 
       3.245233216393e-04       1.336537015381e+03 
       3.474019154547e-04       1.426956110325e+03 
       3.715991058704e-04       1.522261934493e+03 
       3.972495047204e-04       1.622937963131e+03 
       4.244990687473e-04       1.729502629923e+03 
       4.535052522550e-04       1.842508215105e+03 
       4.844367877928e-04       1.962538439821e+03 
       5.174729675357e-04       2.090203175385e+03 
       5.528022850445e-04       2.226131690167e+03 
       5.906202956399e-04       2.370961303498e+03 
       6.311265710626e-04       2.525324102523e+03 
       6.745206683442e-04       2.689828674281e+03 
       7.209971103224e-04       2.865039384714e+03 
       7.707394878207e-04       3.051452238663e+03 
       8.239139346093e-04       3.249469591240e+03 
       8.806623778547e-04       3.459374753747e+03 
       9.410960991812e-04       3.681309067687e+03 
       1.005290218013e-03       3.915253962210e+03 
       1.073279695928e-03       4.161020015815e+03 
       1.145057340980e-03       4.418244468196e+03 
       1.220574073919e-03       4.686398919926e+03 
       1.299741442822e-03       4.964805801107e+03 
       1.382436096907e-03       5.252639483812e+03 
       1.468505713556e-03       5.549003588404e+03 
       1.557775755478e-03       5.852948977226e+03 
       1.650056428656e-03       6.163476180109e+03 
       1.745149298677e-03       6.479577971974e+03 
       1.842853167463e-03       6.800265702092e+03 
       1.942968974962e-03       7.124586487935e+03 
       2.045303638966e-03       7.451637777912e+03 
       2.149672861949e-03       7.780578986402e+03 
       2.255903010427e-03       8.110634755370e+03 
       2.363832212752e-03       8.441099384132e+03 
       2.473310833411e-03       8.771334674252e+03 
       2.584201474924e-03       9.100770076394e+03 
       2.696378640517e-03       9.428897294891e+03 
       2.809728168191e-03       9.755265617256e+03 
       2.924146523757e-03       1.007948056607e+04 
       3.039540019309e-03       1.040119478911e+04 
       3.155824005636e-03       1.072010703974e+04 
       3.272922072457e-03       1.103595440128e+04 
       3.390765279028e-03       1.134851133112e+04 
       3.509291429082e-03       1.165758185175e+04 
       3.628444397824e-03       1.196300097137e+04 
       3.748173514284e-03       1.226462550285e+04 
       3.868432999290e-03       1.256233795868e+04 
       3.989181457354e-03       1.285603827495e+04 
       4.110381419539e-03       1.314564588030e+04 
       4.231998933693e-03       1.343109069248e+04 
       4.354003198121e-03       1.371232142420e+04 
       4.476366234723e-03       1.398930090371e+04 
       4.599062597716e-03       1.426199499881e+04 
       4.722069114272e-03       1.453037466032e+04 
       4.845364653670e-03       1.479442418573e+04 
       4.968929921827e-03       1.505416033108e+04 
       5.092747278392e-03       1.530961484831e+04 
       5.216800573842e-03       1.556071118202e+04 
       5.341075004315e-03       1.580746778337e+04 
       5.465556982139e-03       1.604999958607e+04 
       5.590234020274e-03       1.628817487764e+04 
       5.715094629060e-03       1.652218014033e+04 
       5.840128223865e-03       1.675193382963e+04 
       5.965325042403e-03       1.697746867285e+04 
       6.090676070607e-03       1.719878994420e+04 
       6.216172976111e-03       1.741601817084e+04 
       6.341808048477e-03       1.762910143720e+04 
       6.467574145417e-03       1.783812534557e+04 
       6.593464644361e-03       1.804307296156e+04 
       6.719473398766e-03       1.824404448632e+04 
       6.845594698678e-03       1.844104049998e+04 
       6.971823235067e-03       1.863410216213e+04 
       7.098154067544e-03       1.882324759996e+04 
       7.224582595110e-03       1.900856595743e+04 
       7.351104529606e-03       1.919004747203e+04 
       7.477715871606e-03       1.936775475449e+04 
       7.604412888474e-03       1.954172651856e+04 
       7.731192094407e-03       1.971199309024e+04 
       7.858050232222e-03       1.987861254993e+04 
       7.984984256749e-03       2.004161287567e+04 
       8.111991319654e-03       2.020102313104e+04 
       8.239068755565e-03       2.035689664857e+04 
       8.366214069361e-03       2.050927019980e+04 
       8.493424924538e-03       2.065820484967e+04 
       8.620699132523e-03       2.080370988965e+04 
       8.748034642876e-03       2.094583340727e+04 
       8.875429534275e-03       2.108460067565e+04 
       9.002882006229e-03       2.122009428249e+04 
       9.130390371449e-03       2.135231167031e+04 
       9.257953048816e-03       2.148129821506e+04 
       9.385568556898e-03       2.160709622931e+04 
       9.513235507969e-03       2.172973923838e+04 
       9.640952602478e-03       2.184926655229e+04 
       9.768718623943e-03       2.196571453381e+04 
       9.896532434228e-03       2.207911739820e+04 
       1.002439296917e-02       2.218948794513e+04 
       1.015229923452e-02       2.229692542834e+04 
       1.028025030222e-02       2.240139908763e+04 
       1.040824530688e-02       2.250297313998e+04 
       1.053628344258e-02       2.260167601361e+04 
       1.066436395988e-02       2.269754589310e+04 
       1.079248616300e-02       2.279061078535e+04 
       1.092064940728e-02       2.288090980475e+04 
       1.104885309675e-02       2.296847040747e+04 
       1.117709668192e-02       2.305332969719e+04 
       1.130537965768e-02       2.313552444399e+04 
       1.143370156138e-02       2.321507390502e+04 
       1.156206197106e-02       2.329201671839e+04 
       1.169046050372e-02       2.336638572067e+04 
       1.181889681383e-02       2.343821563588e+04 
       1.194737059186e-02       2.350752231360e+04 
       1.207588156293e-02       2.357435350198e+04 
       1.220442948556e-02       2.363872388002e+04 
       1.233301415052e-02       2.370067432388e+04 
       1.246163537974e-02       2.376024409301e+04 
       1.259029302532e-02       2.381743890279e+04 
       1.271898696859e-02       2.387230386147e+04 
       1.284771711924e-02       2.392486287153e+04 
       1.297648341454e-02       2.397515016731e+04 
       1.310528581860e-02       2.402318858991e+04 
       1.323412432165e-02       2.406900262775e+04 
       1.336299893946e-02       2.411262003148e+04 
       1.349190971271e-02       2.415408336192e+04 
       1.362085670649e-02       2.419339962938e+04 
       1.374984000980e-02       2.423060286118e+04 
       1.387885973511e-02       2.426571907456e+04 
       1.400791601791e-02       2.429877829035e+04 
       1.413700901641e-02       2.432981043225e+04 
       1.426613891112e-02       2.435882633093e+04 
       1.439530590464e-02       2.438587557776e+04 
       1.452451022130e-02       2.441096467180e+04 
       1.465375210700e-02       2.443412176525e+04 
       1.478303182896e-02       2.445537315790e+04 
       1.491234967554e-02       2.447473929372e+04 
       1.504170595609e-02       2.449225972668e+04 
       1.517110100085e-02       2.450794725977e+04 
       1.530053516081e-02       2.452182735750e+04 
       1.543000880765e-02       2.453392079525e+04 
       1.555952233369e-02       2.454425534787e+04 
       1.568907615184e-02       2.455286825441e+04 
       1.581867069560e-02       2.455976351732e+04 
       1.594830641909e-02       2.456496612244e+04 
       1.607798379704e-02       2.456850622766e+04 
       1.620770332488e-02       2.457040405754e+04 
       1.633746551876e-02       2.457068481540e+04 
       1.646727091572e-02       2.456937207069e+04 
       1.659712007371e-02       2.456647785264e+04 
       1.672701357178e-02       2.456203621312e+04 
       1.685695201018e-02       2.455604694944e+04 
       1.698693601055e-02       2.454857324527e+04 
       1.711696621611e-02       2.453959767180e+04 
       1.724704329180e-02       2.452916270667e+04 
       1.737716792455e-02       2.451729076260e+04 
       1.750734082350e-02       2.450397898808e+04 
       1.763756272022e-02       2.448927359522e+04 
       1.776783436898e-02       2.447317648836e+04 
       1.789815654707e-02       2.445572219854e+04 
       1.802853005505e-02       2.443694466152e+04 
       1.815895571707e-02       2.441681967105e+04 
       1.828943438124e-02       2.439540867705e+04 
       1.841996691992e-02       2.437271759354e+04 
       1.855055423012e-02       2.434875594908e+04 
       1.868119723386e-02       2.432355847713e+04 
       1.881189687860e-02       2.429717571916e+04 
       1.894265413762e-02       2.426954886861e+04 
