# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.423022445597e-10       4.161707682472e-15       3.794385444018e-13       2.266447045787e-19       8.228409968308e-09       4.314346936286e-10      -1.840049658049e-12 
    3       1.347288610966e-10       5.343561593554e-15       4.237532584555e-13       4.533831816361e-19       5.062554230399e-09       3.069372774795e-10      -1.394939296562e-12 
    4       1.273695001074e-10       4.632115619216e-15       3.945414395790e-13       7.558451451147e-19       3.517598860156e-09       2.326855742877e-10      -9.149122124491e-13 
    5       1.217376332191e-10       3.097397737399e-15       3.342367241253e-13       1.134150462837e-18       2.624625995466e-09       1.838268339547e-10      -5.103208151057e-13 
    6       1.177718728236e-10       1.735254471035e-15       2.672280184222e-13       1.588444652482e-18       2.049775190568e-09       1.495259626504e-10      -2.117256972473e-13 
    7       1.150912341606e-10       9.376928195242e-16       2.077223846913e-13       2.118896196733e-18       1.653541819234e-09       1.243372506392e-10      -2.077168254402e-14 
    8       1.134158939692e-10       6.038550030092e-16       1.619922006139e-13       2.725693505701e-18       1.366636529126e-09       1.052357676235e-10       7.719387873699e-14 
    9       1.124955524249e-10       4.847180731108e-16       1.314067767962e-13       3.409041616128e-18       1.150809654549e-09       9.041303014213e-11       1.052116528195e-13 
   10       1.121036798028e-10       4.144043303015e-16       1.145198742572e-13       4.169158723221e-18       9.835341966295e-10       7.866858956625e-11       8.890033184379e-14 
   11       1.121755304907e-10       3.498841170446e-16       1.084147074460e-13       5.006272643948e-18       8.285438439398e-10       6.949511372487e-11       5.221884822535e-14 
   12       1.125628365121e-10       3.061771091693e-16       1.097353491094e-13       5.920617310234e-18       7.238372397296e-10       6.141130198716e-11       1.272588814745e-14 
   13       1.132126184166e-10       2.945257261562e-16       1.154940512299e-13       6.912429386644e-18       6.378930254561e-10       5.486264693709e-11      -1.755105156831e-14 
   14       1.140715272741e-10       3.073218066817e-16       1.234463643091e-13       7.981945100173e-18       5.663968847178e-10       4.914187904992e-11      -3.426744508811e-14 
   15       1.151288759892e-10       3.328095563140e-16       1.321937944564e-13       9.129397359805e-18       5.062229287057e-10       4.434347594904e-11      -3.748941729089e-14 
   16       1.163121466642e-10       3.682799806695e-16       1.409782486574e-13       1.035501323105e-17       4.550673683568e-10       4.021478711607e-11      -3.107612129298e-14 
   17       1.176409089527e-10       4.192319779655e-16       1.495864403813e-13       1.165901181620e-17       4.111899530701e-10       3.661515997566e-11      -2.016416716067e-14 
