# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       1.000000000000e+14       7.559809314985e-26       4.636603989638e-09       2.157173308870e+22       1.420063741662e+04       1.420063741662e-10       1.420063741662e+18       2.676420419332e-09       2.751479771419e+44       2.488912738110e+33       1.321828266592e+34       6.329081912896e+43       2.109693970965e+43       3.470219609638e-08       1.269008721634e+44       4.653396684500e+44       4.653396684500e+44       1.551132228114e+44      -1.338424416406e+53       5.520558195872e-06       2.000000000000e+00 
       9.893085837570e+13       7.724089334069e-26       4.685716703534e-09       2.111293412038e+22       1.420063741662e+04       1.435410310774e-10       1.404881249108e+18       2.705344383539e-09       2.635684565162e+44       2.409933186015e+33       1.279883282807e+34       6.062724386616e+43       2.020908128872e+43       3.470219609638e-08       1.215602867740e+44       4.457559871715e+44       4.457559871715e+44       1.485853290521e+44      -1.268389788601e+53       5.639238936181e-06       1.957908951181e+00 
       9.787314738953e+13       7.891939257368e-26       4.736648406833e-09       2.066389312990e+22       1.420063741662e+04       1.450922729613e-10       1.389861078902e+18       2.734580926804e-09       2.524762565653e+44       2.333459856639e+33       1.239269320388e+34       5.807576437456e+43       1.935858812485e+43       3.470219609638e-08       1.164444583293e+44       4.269964792838e+44       4.269964792838e+44       1.423321597564e+44      -1.202019804859e+53       5.757919676478e-06       1.917553041712e+00 
       9.682674483178e+13       8.063436668109e-26       4.787580110133e-09       2.022440257944e+22       1.420063741662e+04       1.466602790509e-10       1.375001495588e+18       2.764133427727e-09       2.418508685440e+44       2.259413221140e+33       1.199944142631e+34       5.563166313705e+43       1.854388771235e+43       3.470219609638e-08       1.115439280001e+44       4.090264596954e+44       4.090264596954e+44       1.363421532271e+44      -1.139122708381e+53       5.876600416767e-06       1.878827146122e+00 
       9.579152979933e+13       8.238660842248e-26       4.838511813432e-09       1.979425934524e+22       1.420063741662e+04       1.482452305164e-10       1.360300782264e+18       2.794005301431e-09       2.316726468112e+44       2.187716274329e+33       1.161866853109e+34       5.329042117179e+43       1.776347372393e+43       3.470219609638e-08       1.068496350296e+44       3.918127030264e+44       3.918127030264e+44       1.306042343375e+44      -1.079516776266e+53       5.995281157058e-06       1.841634462244e+00 
       9.476738268169e+13       8.417692760899e-26       4.891262506135e-09       1.937326462363e+22       1.420063741662e+04       1.498473104857e-10       1.345757240385e+18       2.824199999183e-09       2.219227725071e+44       2.118294454587e+33       1.124997853145e+34       5.104770967696e+43       1.701590322565e+43       3.470219609638e-08       1.023528999798e+44       3.753233821773e+44       3.753233821773e+44       1.251077940546e+44      -1.023029794477e+53       6.113961897346e-06       1.805885704713e+00 
       9.375418514718e+13       8.600615168630e-26       4.944013198838e-09       1.896122383925e+22       1.420063741662e+04       1.514667040658e-10       1.331369189566e+18       2.854721009726e-09       2.125832187576e+44       2.051075566329e+33       1.089298800628e+34       4.889938202708e+43       1.629979400903e+43       3.470219609638e-08       9.804540868467e+43       3.595280094823e+44       3.595280094823e+44       1.198426698231e+44      -9.694985602798e+52       6.232642637633e-06       1.771498388655e+00 
       9.275182012925e+13       8.787512610122e-26       4.998582880944e-09       1.855794655506e+22       1.420063741662e+04       1.531035983642e-10       1.317134967387e+18       2.885571859570e-09       2.036367173446e+44       1.985989704916e+33       1.054732570139e+34       4.684146610616e+43       1.561382203539e+43       3.470219609638e-08       9.391919687705e+43       3.443973803403e+44       3.443973803403e+44       1.147991267759e+44      -9.187684107141e+52       6.351323377921e-06       1.738396194400e+00 
       9.176017181296e+13       8.978471473008e-26       5.051333573647e-09       1.816324638430e+22       1.420063741662e+04       1.547581825105e-10       1.303052929203e+18       2.916756113350e-09       1.950667267775e+44       1.922969183965e+33       1.021263214346e+34       4.487015696352e+43       1.495671898784e+43       3.470219609638e-08       8.996663546377e+43       3.299035192169e+44       3.299035192169e+44       1.099678397349e+44      -8.706927757401e+52       6.470004118207e-06       1.706508402067e+00 
       9.077912562158e+13       9.173580012781e-26       5.105903255753e-09       1.777694090444e+22       1.420063741662e+04       1.564306476779e-10       1.289121447950e+18       2.948277374103e-09       1.868574017097e+44       1.861948464951e+33       9.888559266160e+33       4.298180977872e+43       1.432726992624e+43       3.470219609638e-08       8.618041641973e+43       3.160196279198e+44       3.160196279198e+44       1.053398759694e+44      -8.251327547676e+52       6.588684858490e-06       1.675769387306e+00 
       8.980856820338e+13       9.372928398384e-26       5.162291927263e-09       1.739885157275e+22       1.420063741662e+04       1.581211871061e-10       1.275338913962e+18       2.980139283778e-09       1.789935636409e+44       1.802864089058e+33       9.574770048184e+33       4.117293312247e+43       1.372431104082e+43       3.470219609638e-08       8.255353927589e+43       3.027200360507e+44       3.027200360507e+44       1.009066786798e+44      -7.819567153427e+52       6.707365598768e-06       1.646118170433e+00 
       8.884838741853e+13       9.576608763372e-26       5.216861609370e-09       1.702880364389e+22       1.420063741662e+04       1.598299961228e-10       1.261703734782e+18       3.012345523747e-09       1.714606728540e+44       1.745654611176e+33       9.270938162785e+33       3.944018250127e+43       1.314672750042e+43       3.470219609638e-08       7.907929817586e+43       2.899801535422e+44       2.899801535422e+44       9.666005117705e+43      -7.410399128342e+52       6.826046339042e-06       1.617498012609e+00 
